# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.042733 0.491390
0.080808 0.085467 0.966758
0.121212 0.128200 1.426105
0.161616 0.170934 1.869431
0.202020 0.213667 2.296735
0.242424 0.256400 2.708018
0.282828 0.299134 3.103280
0.323232 0.341867 3.482520
0.363636 0.384600 3.845738
0.404040 0.427334 4.192936
0.444444 0.470067 4.524112
0.484848 0.512801 4.839266
0.525253 0.555534 5.138399
0.565657 0.598267 5.421511
0.606061 0.641001 5.688601
0.646465 0.683734 5.939670
0.686869 0.726468 6.174718
0.727273 0.769201 6.393744
0.767677 0.811934 6.596749
0.808081 0.854668 6.783732
0.848485 0.897401 6.954695
0.888889 0.940134 7.109635
0.929293 0.982868 7.248554
0.969697 1.025601 7.371452
1.010101 1.068335 7.478329
1.050505 1.111068 7.569184
1.090909 1.153801 7.644018
1.131313 1.196535 7.702830
1.171717 1.239268 7.745621
1.212121 1.282001 7.772391
1.252525 1.324735 7.783139
1.292929 1.367468 7.777865
1.333333 1.410202 7.756571
1.373737 1.452935 7.719255
1.414141 1.495668 7.665917
1.454545 1.538402 7.596559
1.494949 1.581135 7.511179
1.535354 1.623869 7.409777
1.575758 1.666602 7.292354
1.616162 1.709335 7.158910
1.656566 1.752069 7.009444
1.696970 1.794802 6.843957
1.737374 1.837535 6.662448
1.777778 1.880269 6.464919
1.818182 1.923002 6.251367
1.858586 1.965736 6.021795
1.898990 2.008469 5.776201
1.939394 2.051202 5.514585
1.979798 2.093936 5.236948
2.020202 2.136669 4.943290
2.060606 2.179403 4.633610
2.101010 2.222136 4.307910
2.141414 2.264869 3.966187
2.181818 2.307603 3.608443
2.222222 2.350336 3.234678
2.262626 2.393069 2.844892
2.303030 2.435803 2.439084
2.343434 2.478536 2.017254
2.383838 2.521270 1.579404
2.424242 2.564003 1.125532
2.464646 2.606736 0.655638
2.505051 2.649470 0.169723
2.545455 2.692203 -0.332213
2.585859 2.734937 -0.850171
2.626263 2.777670 -1.384150
2.666667 2.820403 -1.934150
2.707071 2.863137 -2.500172
2.747475 2.905870 -3.082215
2.787879 2.948603 -3.680280
2.828283 2.991337 -4.294366
2.868687 3.034070 -4.924473
2.909091 3.076804 -5.570602
2.949495 3.119537 -6.232752
2.989899 3.162270 -6.910923
3.030303 3.205004 -7.605116
3.070707 3.247737 -8.315331
3.111111 3.290471 -9.041566
3.151515 3.333204 -9.783823
3.191919 3.375937 -10.542102
3.232323 3.418671 -11.316402
3.272727 3.461404 -12.106723
3.313131 3.504137 -12.913066
3.353535 3.546871 -13.735430
3.393939 3.589604 -14.573815
3.434343 3.632338 -15.428222
3.474747 3.675071 -16.298650
3.515152 3.717804 -17.185099
3.555556 3.760538 -18.087570
3.595960 3.803271 -19.006063
3.636364 3.846004 -19.940577
3.676768 3.888738 -20.891112
3.717172 3.931471 -21.857668
3.757576 3.974205 -22.840246
3.797980 4.016938 -23.838845
3.838384 4.059671 -24.853466
3.878788 4.102405 -25.884108
3.919192 4.145138 -26.930772
3.959596 4.187872 -27.993456
4.000000 4.230605 -29.072163
