# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.084414 0.533574
0.080808 0.168828 1.050962
0.121212 0.253241 1.552163
0.161616 0.337655 2.037178
0.202020 0.422069 2.506005
0.242424 0.506483 2.958646
0.282828 0.590896 3.395101
0.323232 0.675310 3.815368
0.363636 0.759724 4.219449
0.404040 0.844138 4.607343
0.444444 0.928551 4.979051
0.484848 1.012965 5.334572
0.525253 1.097379 5.673906
0.565657 1.181793 5.997053
0.606061 1.266206 6.304014
0.646465 1.350620 6.594788
0.686869 1.435034 6.869375
0.727273 1.519448 7.127776
0.767677 1.603861 7.369990
0.808081 1.688275 7.596017
0.848485 1.772689 7.805858
0.888889 1.857103 7.999512
0.929293 1.941516 8.176979
0.969697 2.025930 8.338259
1.010101 2.110344 8.483353
1.050505 2.194758 8.612260
1.090909 2.279171 8.724980
1.131313 2.363585 8.821514
1.171717 2.447999 8.901861
1.212121 2.532413 8.966021
1.252525 2.616826 9.013995
1.292929 2.701240 9.045782
1.333333 2.785654 9.061382
1.373737 2.870068 9.060795
1.414141 2.954481 9.044022
1.454545 3.038895 9.011062
1.494949 3.123309 8.961916
1.535354 3.207723 8.896582
1.575758 3.292136 8.815062
1.616162 3.376550 8.717356
1.656566 3.460964 8.603462
1.696970 3.545378 8.473382
1.737374 3.629791 8.327116
1.777778 3.714205 8.164662
1.818182 3.798619 7.986022
1.858586 3.883033 7.791195
1.898990 3.967447 7.580181
1.939394 4.051860 7.352981
1.979798 4.136274 7.109594
2.020202 4.220688 6.850021
2.060606 4.305102 6.574260
2.101010 4.389515 6.282313
2.141414 4.473929 5.974179
2.181818 4.558343 5.649859
2.222222 4.642757 5.309352
2.262626 4.727170 4.952658
2.303030 4.811584 4.579777
2.343434 4.895998 4.190710
2.383838 4.980412 3.785456
2.424242 5.064825 3.364016
2.464646 5.149239 2.926388
2.505051 5.233653 2.472574
2.545455 5.318067 2.002574
2.585859 5.402480 1.516386
2.626263 5.486894 1.014012
2.666667 5.571308 0.495451
2.707071 5.655722 -0.039296
2.747475 5.740135 -0.590230
2.787879 5.824549 -1.157351
2.828283 5.908963 -1.740659
2.868687 5.993377 -2.340153
2.909091 6.077790 -2.955834
2.949495 6.162204 -3.587702
2.989899 6.246618 -4.235756
3.030303 6.331032 -4.899997
3.070707 6.415445 -5.580425
3.111111 6.499859 -6.277039
3.151515 6.584273 -6.989841
3.191919 6.668687 -7.718828
3.232323 6.753100 -8.464003
3.272727 6.837514 -9.225364
3.313131 6.921928 -10.002912
3.353535 7.006342 -10.796647
3.393939 7.090755 -11.606568
3.434343 7.175169 -12.432676
3.474747 7.259583 -13.274971
3.515152 7.343997 -14.133452
3.555556 7.428410 -15.008121
3.595960 7.512824 -15.898975
3.636364 7.597238 -16.806017
3.676768 7.681652 -17.729245
3.717172 7.766065 -18.668660
3.757576 7.850479 -19.624262
3.797980 7.934893 -20.596050
3.838384 8.019307 -21.584025
3.878788 8.103721 -22.588187
3.919192 8.188134 -23.608535
3.959596 8.272548 -24.645070
4.000000 8.356962 -25.697792
