# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.026999 1.189827
0.080808 0.053998 2.363419
0.121212 0.080997 3.520775
0.161616 0.107996 4.661896
0.202020 0.134995 5.786782
0.242424 0.161994 6.895432
0.282828 0.188993 7.987847
0.323232 0.215992 9.064027
0.363636 0.242991 10.123971
0.404040 0.269990 11.167680
0.444444 0.296989 12.195154
0.484848 0.323988 13.206392
0.525253 0.350987 14.201395
0.565657 0.377986 15.180163
0.606061 0.404985 16.142695
0.646465 0.431984 17.088992
0.686869 0.458983 18.019054
0.727273 0.485982 18.932880
0.767677 0.512981 19.830471
0.808081 0.539980 20.711826
0.848485 0.566979 21.576946
0.888889 0.593978 22.425831
0.929293 0.620977 23.258481
0.969697 0.647976 24.074895
1.010101 0.674975 24.875074
1.050505 0.701974 25.659017
1.090909 0.728973 26.426725
1.131313 0.755972 27.178198
1.171717 0.782971 27.913436
1.212121 0.809970 28.632438
1.252525 0.836969 29.335205
1.292929 0.863968 30.021736
1.333333 0.890967 30.692032
1.373737 0.917966 31.346093
1.414141 0.944965 31.983918
1.454545 0.971964 32.605508
1.494949 0.998963 33.210863
1.535354 1.025962 33.799983
1.575758 1.052961 34.372867
1.616162 1.079960 34.929515
1.656566 1.106959 35.469929
1.696970 1.133958 35.994107
1.737374 1.160957 36.502049
1.777778 1.187956 36.993757
1.818182 1.214955 37.469229
1.858586 1.241954 37.928465
1.898990 1.268953 38.371467
1.939394 1.295952 38.798232
1.979798 1.322951 39.208763
2.020202 1.349950 39.603058
2.060606 1.376949 39.981118
2.101010 1.403948 40.342943
2.141414 1.430947 40.688532
2.181818 1.457946 41.017886
2.222222 1.484945 41.331005
2.262626 1.511944 41.627888
2.303030 1.538943 41.908536
2.343434 1.565942 42.172948
2.383838 1.592941 42.421125
2.424242 1.619940 42.653067
2.464646 1.646939 42.868774
2.505051 1.673938 43.068245
2.545455 1.700937 43.251481
2.585859 1.727936 43.418481
2.626263 1.754935 43.569246
2.666667 1.781934 43.703776
2.707071 1.808933 43.822070
2.747475 1.835932 43.924130
2.787879 1.862931 44.009953
2.828283 1.889930 44.079542
2.868687 1.916929 44.132895
2.909091 1.943928 44.170012
2.949495 1.970927 44.190895
2.989899 1.997926 44.195542
3.030303 2.024925 44.183954
3.070707 2.051924 44.156130
3.111111 2.078923 44.112071
3.151515 2.105922 44.051777
3.191919 2.132921 43.975247
3.232323 2.159921 43.882482
3.272727 2.186920 43.773482
3.313131 2.213919 43.648246
3.353535 2.240918 43.506775
3.393939 2.267917 43.349068
3.434343 2.294916 43.175127
3.474747 2.321915 42.984950
3.515152 2.348914 42.778537
3.555556 2.375913 42.555889
3.595960 2.402912 42.317006
3.636364 2.429911 42.061888
3.676768 2.456910 41.790534
3.717172 2.483909 41.502945
3.757576 2.510908 41.199120
3.797980 2.537907 40.879061
3.838384 2.564906 40.542765
3.878788 2.591905 40.190235
3.919192 2.618904 39.821469
3.959596 2.645903 39.436468
4.000000 2.672902 39.035231
