# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.017573 1.195328
0.080808 0.035146 2.374712
0.121212 0.052719 3.538150
0.161616 0.070292 4.685645
0.202020 0.087865 5.817194
0.242424 0.105438 6.932799
0.282828 0.123011 8.032459
0.323232 0.140584 9.116174
0.363636 0.158157 10.183945
0.404040 0.175730 11.235771
0.444444 0.193303 12.271653
0.484848 0.210876 13.291589
0.525253 0.228449 14.295581
0.565657 0.246022 15.283629
0.606061 0.263595 16.255732
0.646465 0.281168 17.211890
0.686869 0.298741 18.152103
0.727273 0.316313 19.076372
0.767677 0.333886 19.984696
0.808081 0.351459 20.877075
0.848485 0.369032 21.753510
0.888889 0.386605 22.614000
0.929293 0.404178 23.458545
0.969697 0.421751 24.287146
1.010101 0.439324 25.099801
1.050505 0.456897 25.896513
1.090909 0.474470 26.677279
1.131313 0.492043 27.442101
1.171717 0.509616 28.190979
1.212121 0.527189 28.923911
1.252525 0.544762 29.640899
1.292929 0.562335 30.341942
1.333333 0.579908 31.027041
1.373737 0.597481 31.696195
1.414141 0.615054 32.349404
1.454545 0.632627 32.986668
1.494949 0.650200 33.607988
1.535354 0.667773 34.213363
1.575758 0.685346 34.802794
1.616162 0.702919 35.376280
1.656566 0.720492 35.933821
1.696970 0.738065 36.475417
1.737374 0.755638 37.001069
1.777778 0.773211 37.510776
1.818182 0.790784 38.004539
1.858586 0.808357 38.482357
1.898990 0.825930 38.944230
1.939394 0.843503 39.390158
1.979798 0.861076 39.820142
2.020202 0.878649 40.234181
2.060606 0.896222 40.632275
2.101010 0.913795 41.014425
2.141414 0.931368 41.380630
2.181818 0.948940 41.730890
2.222222 0.966513 42.065206
2.262626 0.984086 42.383577
2.303030 1.001659 42.686004
2.343434 1.019232 42.972485
2.383838 1.036805 43.243022
2.424242 1.054378 43.497615
2.464646 1.071951 43.736262
2.505051 1.089524 43.958965
2.545455 1.107097 44.165723
2.585859 1.124670 44.356537
2.626263 1.142243 44.531406
2.666667 1.159816 44.690330
2.707071 1.177389 44.833310
2.747475 1.194962 44.960345
2.787879 1.212535 45.071435
2.828283 1.230108 45.166581
2.868687 1.247681 45.245781
2.909091 1.265254 45.309038
2.949495 1.282827 45.356349
2.989899 1.300400 45.387716
3.030303 1.317973 45.403138
3.070707 1.335546 45.402616
3.111111 1.353119 45.386149
3.151515 1.370692 45.353737
3.191919 1.388265 45.305380
3.232323 1.405838 45.241079
3.272727 1.423411 45.160833
3.313131 1.440984 45.064643
3.353535 1.458557 44.952508
3.393939 1.476130 44.824428
3.434343 1.493703 44.680403
3.474747 1.511276 44.520434
3.515152 1.528849 44.344520
3.555556 1.546422 44.152661
3.595960 1.563994 43.944858
3.636364 1.581567 43.721110
3.676768 1.599140 43.481418
3.717172 1.616713 43.225780
3.757576 1.634286 42.954198
3.797980 1.651859 42.666672
3.838384 1.669432 42.363200
3.878788 1.687005 42.043784
3.919192 1.704578 41.708424
3.959596 1.722151 41.357118
4.000000 1.739724 40.989868
