# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.085907 0.507011
0.080808 0.171813 0.997939
0.121212 0.257720 1.472784
0.161616 0.343627 1.931545
0.202020 0.429533 2.374224
0.242424 0.515440 2.800820
0.282828 0.601347 3.211333
0.323232 0.687253 3.605763
0.363636 0.773160 3.984109
0.404040 0.859067 4.346373
0.444444 0.944973 4.692554
0.484848 1.030880 5.022651
0.525253 1.116787 5.336666
0.565657 1.202693 5.634598
0.606061 1.288600 5.916446
0.646465 1.374507 6.182212
0.686869 1.460413 6.431894
0.727273 1.546320 6.665494
0.767677 1.632227 6.883011
0.808081 1.718133 7.084444
0.848485 1.804040 7.269795
0.888889 1.889947 7.439062
0.929293 1.975853 7.592247
0.969697 2.061760 7.729348
1.010101 2.147667 7.850366
1.050505 2.233573 7.955302
1.090909 2.319480 8.044154
1.131313 2.405387 8.116924
1.171717 2.491293 8.173610
1.212121 2.577200 8.214213
1.252525 2.663107 8.238733
1.292929 2.749013 8.247171
1.333333 2.834920 8.239525
1.373737 2.920827 8.215796
1.414141 3.006734 8.175985
1.454545 3.092640 8.120090
1.494949 3.178547 8.048112
1.535354 3.264454 7.960051
1.575758 3.350360 7.855907
1.616162 3.436267 7.735680
1.656566 3.522174 7.599370
1.696970 3.608080 7.446978
1.737374 3.693987 7.278502
1.777778 3.779894 7.093943
1.818182 3.865800 6.893301
1.858586 3.951707 6.676576
1.898990 4.037614 6.443768
1.939394 4.123520 6.194877
1.979798 4.209427 5.929903
2.020202 4.295334 5.648846
2.060606 4.381240 5.351705
2.101010 4.467147 5.038482
2.141414 4.553054 4.709176
2.181818 4.638960 4.363787
2.222222 4.724867 4.002315
2.262626 4.810774 3.624760
2.303030 4.896680 3.231122
2.343434 4.982587 2.821400
2.383838 5.068494 2.395596
2.424242 5.154400 1.953709
2.464646 5.240307 1.495739
2.505051 5.326214 1.021685
2.545455 5.412120 0.531549
2.585859 5.498027 0.025330
2.626263 5.583934 -0.496973
2.666667 5.669840 -1.035358
2.707071 5.755747 -1.589827
2.747475 5.841654 -2.160378
2.787879 5.927560 -2.747012
2.828283 6.013467 -3.349730
2.868687 6.099374 -3.968530
2.909091 6.185280 -4.603414
2.949495 6.271187 -5.254380
2.989899 6.357094 -5.921430
3.030303 6.443000 -6.604563
3.070707 6.528907 -7.303778
3.111111 6.614814 -8.019077
3.151515 6.700720 -8.750458
3.191919 6.786627 -9.497923
3.232323 6.872534 -10.261471
3.272727 6.958440 -11.041101
3.313131 7.044347 -11.836815
3.353535 7.130254 -12.648612
3.393939 7.216160 -13.476491
3.434343 7.302067 -14.320454
3.474747 7.387974 -15.180500
3.515152 7.473880 -16.056629
3.555556 7.559787 -16.948841
3.595960 7.645694 -17.857135
3.636364 7.731600 -18.781513
3.676768 7.817507 -19.721974
3.717172 7.903414 -20.678518
3.757576 7.989320 -21.651145
3.797980 8.075227 -22.639855
3.838384 8.161134 -23.644648
3.878788 8.247040 -24.665524
3.919192 8.332947 -25.702483
3.959596 8.418854 -26.755525
4.000000 8.504760 -27.824650
