# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.104680 0.589768
0.080808 0.209359 1.163596
0.121212 0.314039 1.721484
0.161616 0.418718 2.263431
0.202020 0.523398 2.789438
0.242424 0.628077 3.299505
0.282828 0.732757 3.793632
0.323232 0.837436 4.271818
0.363636 0.942116 4.734064
0.404040 1.046795 5.180370
0.444444 1.151475 5.610735
0.484848 1.256155 6.025161
0.525253 1.360834 6.423646
0.565657 1.465514 6.806190
0.606061 1.570193 7.172795
0.646465 1.674873 7.523459
0.686869 1.779552 7.858183
0.727273 1.884232 8.176966
0.767677 1.988911 8.479810
0.808081 2.093591 8.766713
0.848485 2.198270 9.037675
0.888889 2.302950 9.292698
0.929293 2.407630 9.531780
0.969697 2.512309 9.754922
1.010101 2.616989 9.962124
1.050505 2.721668 10.153385
1.090909 2.826348 10.328707
1.131313 2.931027 10.488087
1.171717 3.035707 10.631528
1.212121 3.140386 10.759028
1.252525 3.245066 10.870589
1.292929 3.349745 10.966208
1.333333 3.454425 11.045888
1.373737 3.559105 11.109627
1.414141 3.663784 11.157426
1.454545 3.768464 11.189285
1.494949 3.873143 11.205203
1.535354 3.977823 11.205182
1.575758 4.082502 11.189220
1.616162 4.187182 11.157317
1.656566 4.291861 11.109475
1.696970 4.396541 11.045692
1.737374 4.501220 10.965969
1.777778 4.605900 10.870305
1.818182 4.710580 10.758702
1.858586 4.815259 10.631158
1.898990 4.919939 10.487673
1.939394 5.024618 10.328249
1.979798 5.129298 10.152884
2.020202 5.233977 9.961579
2.060606 5.338657 9.754334
2.101010 5.443336 9.531148
2.141414 5.548016 9.292022
2.181818 5.652695 9.036956
2.222222 5.757375 8.765950
2.262626 5.862055 8.479003
2.303030 5.966734 8.176116
2.343434 6.071414 7.857289
2.383838 6.176093 7.522522
2.424242 6.280773 7.171814
2.464646 6.385452 6.805166
2.505051 6.490132 6.422578
2.545455 6.594811 6.024049
2.585859 6.699491 5.609580
2.626263 6.804170 5.179171
2.666667 6.908850 4.732822
2.707071 7.013530 4.270532
2.747475 7.118209 3.792302
2.787879 7.222889 3.298132
2.828283 7.327568 2.788022
2.868687 7.432248 2.261971
2.909091 7.536927 1.719980
2.949495 7.641607 1.162049
2.989899 7.746286 0.588177
3.030303 7.850966 -0.001635
3.070707 7.955645 -0.607387
3.111111 8.060325 -1.229079
3.151515 8.165005 -1.866712
3.191919 8.269684 -2.520285
3.232323 8.374364 -3.189798
3.272727 8.479043 -3.875251
3.313131 8.583723 -4.576645
3.353535 8.688402 -5.293979
3.393939 8.793082 -6.027253
3.434343 8.897761 -6.776467
3.474747 9.002441 -7.541622
3.515152 9.107120 -8.322717
3.555556 9.211800 -9.119753
3.595960 9.316480 -9.932728
3.636364 9.421159 -10.761644
3.676768 9.525839 -11.606500
3.717172 9.630518 -12.467296
3.757576 9.735198 -13.344033
3.797980 9.839877 -14.236710
3.838384 9.944557 -15.145327
3.878788 10.049236 -16.069885
3.919192 10.153916 -17.010382
3.959596 10.258595 -17.966820
4.000000 10.363275 -18.939199
