# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.097695 1.182356
0.080808 0.195391 2.348768
0.121212 0.293086 3.499239
0.161616 0.390782 4.633766
0.202020 0.488477 5.752351
0.242424 0.586172 6.854994
0.282828 0.683868 7.941694
0.323232 0.781563 9.012451
0.363636 0.879259 10.067265
0.404040 0.976954 11.106137
0.444444 1.074649 12.129066
0.484848 1.172345 13.136053
0.525253 1.270040 14.127097
0.565657 1.367736 15.102198
0.606061 1.465431 16.061357
0.646465 1.563126 17.004573
0.686869 1.660822 17.931846
0.727273 1.758517 18.843177
0.767677 1.856213 19.738565
0.808081 1.953908 20.618011
0.848485 2.051603 21.481514
0.888889 2.149299 22.329074
0.929293 2.246994 23.160692
0.969697 2.344690 23.976367
1.010101 2.442385 24.776099
1.050505 2.540080 25.559889
1.090909 2.637776 26.327736
1.131313 2.735471 27.079640
1.171717 2.833167 27.815602
1.212121 2.930862 28.535621
1.252525 3.028557 29.239698
1.292929 3.126253 29.927832
1.333333 3.223948 30.600023
1.373737 3.321644 31.256272
1.414141 3.419339 31.896578
1.454545 3.517034 32.520941
1.494949 3.614730 33.129362
1.535354 3.712425 33.721840
1.575758 3.810120 34.298375
1.616162 3.907816 34.858968
1.656566 4.005511 35.403618
1.696970 4.103207 35.932326
1.737374 4.200902 36.445091
1.777778 4.298597 36.941913
1.818182 4.396293 37.422793
1.858586 4.493988 37.887730
1.898990 4.591684 38.336724
1.939394 4.689379 38.769776
1.979798 4.787074 39.186885
2.020202 4.884770 39.588052
2.060606 4.982465 39.973276
2.101010 5.080161 40.342557
2.141414 5.177856 40.695896
2.181818 5.275551 41.033292
2.222222 5.373247 41.354745
2.262626 5.470942 41.660256
2.303030 5.568638 41.949824
2.343434 5.666333 42.223449
2.383838 5.764028 42.481132
2.424242 5.861724 42.722872
2.464646 5.959419 42.948670
2.505051 6.057115 43.158525
2.545455 6.154810 43.352437
2.585859 6.252505 43.530407
2.626263 6.350201 43.692434
2.666667 6.447896 43.838518
2.707071 6.545592 43.968660
2.747475 6.643287 44.082859
2.787879 6.740982 44.181115
2.828283 6.838678 44.263429
2.868687 6.936373 44.329800
2.909091 7.034069 44.380229
2.949495 7.131764 44.414715
2.989899 7.229459 44.433258
3.030303 7.327155 44.435859
3.070707 7.424850 44.422517
3.111111 7.522546 44.393232
3.151515 7.620241 44.348005
3.191919 7.717936 44.286835
3.232323 7.815632 44.209723
3.272727 7.913327 44.116668
3.313131 8.011023 44.007670
3.353535 8.108718 43.882729
3.393939 8.206413 43.741846
3.434343 8.304109 43.585021
3.474747 8.401804 43.412252
3.515152 8.499500 43.223542
3.555556 8.597195 43.018888
3.595960 8.694890 42.798292
3.636364 8.792586 42.561753
3.676768 8.890281 42.309271
3.717172 8.987977 42.040847
3.757576 9.085672 41.756481
3.797980 9.183367 41.456171
3.838384 9.281063 41.139919
3.878788 9.378758 40.807725
3.919192 9.476454 40.459587
3.959596 9.574149 40.095508
4.000000 9.671844 39.715485
