# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.022280 0.788400
0.080808 0.044560 1.560850
0.121212 0.066840 2.317348
0.161616 0.089120 3.057895
0.202020 0.111400 3.782491
0.242424 0.133680 4.491136
0.282828 0.155960 5.183829
0.323232 0.178239 5.860572
0.363636 0.200519 6.521363
0.404040 0.222799 7.166203
0.444444 0.245079 7.795092
0.484848 0.267359 8.408030
0.525253 0.289639 9.005017
0.565657 0.311919 9.586053
0.606061 0.334199 10.151137
0.646465 0.356479 10.700270
0.686869 0.378759 11.233452
0.727273 0.401039 11.750683
0.767677 0.423319 12.251963
0.808081 0.445599 12.737292
0.848485 0.467879 13.206670
0.888889 0.490158 13.660096
0.929293 0.512438 14.097571
0.969697 0.534718 14.519095
1.010101 0.556998 14.924668
1.050505 0.579278 15.314290
1.090909 0.601558 15.687961
1.131313 0.623838 16.045681
1.171717 0.646118 16.387449
1.212121 0.668398 16.713266
1.252525 0.690678 17.023132
1.292929 0.712958 17.317047
1.333333 0.735238 17.595011
1.373737 0.757518 17.857024
1.414141 0.779798 18.103086
1.454545 0.802078 18.333196
1.494949 0.824357 18.547355
1.535354 0.846637 18.745563
1.575758 0.868917 18.927820
1.616162 0.891197 19.094126
1.656566 0.913477 19.244481
1.696970 0.935757 19.378884
1.737374 0.958037 19.497337
1.777778 0.980317 19.599838
1.818182 1.002597 19.686388
1.858586 1.024877 19.756987
1.898990 1.047157 19.811635
1.939394 1.069437 19.850332
1.979798 1.091717 19.873077
2.020202 1.113997 19.879871
2.060606 1.136277 19.870715
2.101010 1.158556 19.845607
2.141414 1.180836 19.804548
2.181818 1.203116 19.747538
2.222222 1.225396 19.674576
2.262626 1.247676 19.585664
2.303030 1.269956 19.480800
2.343434 1.292236 19.359985
2.383838 1.314516 19.223219
2.424242 1.336796 19.070502
2.464646 1.359076 18.901834
2.505051 1.381356 18.717215
2.545455 1.403636 18.516644
2.585859 1.425916 18.300123
2.626263 1.448196 18.067650
2.666667 1.470475 17.819226
2.707071 1.492755 17.554851
2.747475 1.515035 17.274525
2.787879 1.537315 16.978247
2.828283 1.559595 16.666019
2.868687 1.581875 16.337839
2.909091 1.604155 15.993708
2.949495 1.626435 15.633626
2.989899 1.648715 15.257593
3.030303 1.670995 14.865609
3.070707 1.693275 14.457674
3.111111 1.715555 14.033787
3.151515 1.737835 13.593949
3.191919 1.760115 13.138161
3.232323 1.782395 12.666421
3.272727 1.804674 12.178730
3.313131 1.826954 11.675087
3.353535 1.849234 11.155494
3.393939 1.871514 10.619949
3.434343 1.893794 10.068454
3.474747 1.916074 9.501007
3.515152 1.938354 8.917609
3.555556 1.960634 8.318260
3.595960 1.982914 7.702959
3.636364 2.005194 7.071708
3.676768 2.027474 6.424505
3.717172 2.049754 5.761352
3.757576 2.072034 5.082247
3.797980 2.094314 4.387191
3.838384 2.116593 3.676184
3.878788 2.138873 2.949226
3.919192 2.161153 2.206316
3.959596 2.183433 1.447456
4.000000 2.205713 0.672644
