# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.027078 0.468598
0.080808 0.054157 0.921271
0.121212 0.081235 1.358021
0.161616 0.108313 1.778847
0.202020 0.135392 2.183750
0.242424 0.162470 2.572728
0.282828 0.189548 2.945783
0.323232 0.216627 3.302914
0.363636 0.243705 3.644120
0.404040 0.270783 3.969404
0.444444 0.297862 4.278763
0.484848 0.324940 4.572198
0.525253 0.352018 4.849710
0.565657 0.379097 5.111298
0.606061 0.406175 5.356961
0.646465 0.433253 5.586702
0.686869 0.460332 5.800518
0.727273 0.487410 5.998410
0.767677 0.514488 6.180379
0.808081 0.541567 6.346424
0.848485 0.568645 6.496544
0.888889 0.595723 6.630742
0.929293 0.622802 6.749015
0.969697 0.649880 6.851364
1.010101 0.676958 6.937790
1.050505 0.704037 7.008291
1.090909 0.731115 7.062869
1.131313 0.758193 7.101523
1.171717 0.785272 7.124254
1.212121 0.812350 7.131060
1.252525 0.839428 7.121943
1.292929 0.866507 7.096901
1.333333 0.893585 7.055936
1.373737 0.920663 6.999047
1.414141 0.947742 6.926234
1.454545 0.974820 6.837498
1.494949 1.001898 6.732837
1.535354 1.028977 6.612253
1.575758 1.056055 6.475745
1.616162 1.083133 6.323313
1.656566 1.110212 6.154957
1.696970 1.137290 5.970678
1.737374 1.164368 5.770474
1.777778 1.191446 5.554347
1.818182 1.218525 5.322296
1.858586 1.245603 5.074321
1.898990 1.272681 4.810422
1.939394 1.299760 4.530599
1.979798 1.326838 4.234853
2.020202 1.353916 3.923183
2.060606 1.380995 3.595588
2.101010 1.408073 3.252070
2.141414 1.435151 2.892629
2.181818 1.462230 2.517263
2.222222 1.489308 2.125973
2.262626 1.516386 1.718760
2.303030 1.543465 1.295623
2.343434 1.570543 0.856562
2.383838 1.597621 0.401577
2.424242 1.624700 -0.069331
2.464646 1.651778 -0.556164
2.505051 1.678856 -1.058920
2.545455 1.705935 -1.577600
2.585859 1.733013 -2.112204
2.626263 1.760091 -2.662732
2.666667 1.787170 -3.229184
2.707071 1.814248 -3.811560
2.747475 1.841326 -4.409859
2.787879 1.868405 -5.024082
2.828283 1.895483 -5.654229
2.868687 1.922561 -6.300300
2.909091 1.949640 -6.962295
2.949495 1.976718 -7.640213
2.989899 2.003796 -8.334055
3.030303 2.030875 -9.043822
3.070707 2.057953 -9.769512
3.111111 2.085031 -10.511125
3.151515 2.112110 -11.268663
3.191919 2.139188 -12.042125
3.232323 2.166266 -12.831510
3.272727 2.193345 -13.636819
3.313131 2.220423 -14.458052
3.353535 2.247501 -15.295209
3.393939 2.274580 -16.148290
3.434343 2.301658 -17.017294
3.474747 2.328736 -17.902223
3.515152 2.355815 -18.803075
3.555556 2.382893 -19.719851
3.595960 2.409971 -20.652551
3.636364 2.437050 -21.601175
3.676768 2.464128 -22.565722
3.717172 2.491206 -23.546194
3.757576 2.518285 -24.542589
3.797980 2.545363 -25.554908
3.838384 2.572441 -26.583151
3.878788 2.599520 -27.627317
3.919192 2.626598 -28.687408
3.959596 2.653676 -29.763422
4.000000 2.680755 -30.855361
