# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.060900 0.738273
0.080808 0.121799 1.460445
0.121212 0.182699 2.166517
0.161616 0.243598 2.856489
0.202020 0.304498 3.530360
0.242424 0.365398 4.188130
0.282828 0.426297 4.829800
0.323232 0.487197 5.455369
0.363636 0.548096 6.064837
0.404040 0.608996 6.658205
0.444444 0.669896 7.235473
0.484848 0.730795 7.796640
0.525253 0.791695 8.341706
0.565657 0.852595 8.870672
0.606061 0.913494 9.383537
0.646465 0.974394 9.880302
0.686869 1.035293 10.360966
0.727273 1.096193 10.825530
0.767677 1.157093 11.273993
0.808081 1.217992 11.706356
0.848485 1.278892 12.122618
0.888889 1.339791 12.522779
0.929293 1.400691 12.906840
0.969697 1.461591 13.274800
1.010101 1.522490 13.626660
1.050505 1.583390 13.962419
1.090909 1.644289 14.282078
1.131313 1.705189 14.585636
1.171717 1.766089 14.873094
1.212121 1.826988 15.144451
1.252525 1.887888 15.399707
1.292929 1.948787 15.638863
1.333333 2.009687 15.861919
1.373737 2.070587 16.068873
1.414141 2.131486 16.259728
1.454545 2.192386 16.434481
1.494949 2.253286 16.593135
1.535354 2.314185 16.735687
1.575758 2.375085 16.862139
1.616162 2.435984 16.972491
1.656566 2.496884 17.066742
1.696970 2.557784 17.144892
1.737374 2.618683 17.206942
1.777778 2.679583 17.252891
1.818182 2.740482 17.282740
1.858586 2.801382 17.296488
1.898990 2.862282 17.294136
1.939394 2.923181 17.275683
1.979798 2.984081 17.241130
2.020202 3.044980 17.190476
2.060606 3.105880 17.123721
2.101010 3.166780 17.040866
2.141414 3.227679 16.941911
2.181818 3.288579 16.826854
2.222222 3.349478 16.695698
2.262626 3.410378 16.548440
2.303030 3.471278 16.385082
2.343434 3.532177 16.205624
2.383838 3.593077 16.010065
2.424242 3.653977 15.798406
2.464646 3.714876 15.570646
2.505051 3.775776 15.326785
2.545455 3.836675 15.066824
2.585859 3.897575 14.790762
2.626263 3.958475 14.498600
2.666667 4.019374 14.190337
2.707071 4.080274 13.865974
2.747475 4.141173 13.525510
2.787879 4.202073 13.168945
2.828283 4.262973 12.796280
2.868687 4.323872 12.407515
2.909091 4.384772 12.002649
2.949495 4.445671 11.581682
2.989899 4.506571 11.144615
3.030303 4.567471 10.691447
3.070707 4.628370 10.222179
3.111111 4.689270 9.736810
3.151515 4.750169 9.235341
3.191919 4.811069 8.717771
3.232323 4.871969 8.184100
3.272727 4.932868 7.634329
3.313131 4.993768 7.068458
3.353535 5.054668 6.486485
3.393939 5.115567 5.888413
3.434343 5.176467 5.274239
3.474747 5.237366 4.643966
3.515152 5.298266 3.997591
3.555556 5.359166 3.335116
3.595960 5.420065 2.656541
3.636364 5.480965 1.961865
3.676768 5.541864 1.251088
3.717172 5.602764 0.524211
3.757576 5.663664 -0.218767
3.797980 5.724563 -0.977845
3.838384 5.785463 -1.753023
3.878788 5.846362 -2.544303
3.919192 5.907262 -3.351683
3.959596 5.968162 -4.175163
4.000000 6.029061 -5.014744
