# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.064578 1.017397
0.080808 0.129157 2.018755
0.121212 0.193735 3.004073
0.161616 0.258314 3.973353
0.202020 0.322892 4.926594
0.242424 0.387470 5.863795
0.282828 0.452049 6.784958
0.323232 0.516627 7.690081
0.363636 0.581206 8.579165
0.404040 0.645784 9.452211
0.444444 0.710362 10.309217
0.484848 0.774941 11.150184
0.525253 0.839519 11.975112
0.565657 0.904098 12.784001
0.606061 0.968676 13.576852
0.646465 1.033254 14.353663
0.686869 1.097833 15.114434
0.727273 1.162411 15.859167
0.767677 1.226990 16.587861
0.808081 1.291568 17.300516
0.848485 1.356146 17.997132
0.888889 1.420725 18.677708
0.929293 1.485303 19.342246
0.969697 1.549882 19.990745
1.010101 1.614460 20.623204
1.050505 1.679038 21.239624
1.090909 1.743617 21.840006
1.131313 1.808195 22.424348
1.171717 1.872774 22.992652
1.212121 1.937352 23.544916
1.252525 2.001930 24.081141
1.292929 2.066509 24.601327
1.333333 2.131087 25.105474
1.373737 2.195666 25.593582
1.414141 2.260244 26.065651
1.454545 2.324822 26.521681
1.494949 2.389401 26.961672
1.535354 2.453979 27.385624
1.575758 2.518558 27.793536
1.616162 2.583136 28.185410
1.656566 2.647714 28.561245
1.696970 2.712293 28.921040
1.737374 2.776871 29.264797
1.777778 2.841450 29.592514
1.818182 2.906028 29.904193
1.858586 2.970606 30.199832
1.898990 3.035185 30.479432
1.939394 3.099763 30.742994
1.979798 3.164342 30.990516
2.020202 3.228920 31.221999
2.060606 3.293498 31.437443
2.101010 3.358077 31.636848
2.141414 3.422655 31.820214
2.181818 3.487234 31.987541
2.222222 3.551812 32.138829
2.262626 3.616390 32.274078
2.303030 3.680969 32.393287
2.343434 3.745547 32.496458
2.383838 3.810126 32.583590
2.424242 3.874704 32.654682
2.464646 3.939283 32.709736
2.505051 4.003861 32.748750
2.545455 4.068439 32.771726
2.585859 4.133018 32.778662
2.626263 4.197596 32.769559
2.666667 4.262175 32.744418
2.707071 4.326753 32.703237
2.747475 4.391331 32.646017
2.787879 4.455910 32.572758
2.828283 4.520488 32.483460
2.868687 4.585067 32.378123
2.909091 4.649645 32.256747
2.949495 4.714223 32.119332
2.989899 4.778802 31.965878
3.030303 4.843380 31.796385
3.070707 4.907959 31.610852
3.111111 4.972537 31.409281
3.151515 5.037115 31.191671
3.191919 5.101694 30.958021
3.232323 5.166272 30.708333
3.272727 5.230851 30.442605
3.313131 5.295429 30.160839
3.353535 5.360007 29.863033
3.393939 5.424586 29.549188
3.434343 5.489164 29.219304
3.474747 5.553743 28.873382
3.515152 5.618321 28.511420
3.555556 5.682899 28.133419
3.595960 5.747478 27.739379
3.636364 5.812056 27.329300
3.676768 5.876635 26.903182
3.717172 5.941213 26.461024
3.757576 6.005791 26.002828
3.797980 6.070370 25.528593
3.838384 6.134948 25.038319
3.878788 6.199527 24.532005
3.919192 6.264105 24.009653
3.959596 6.328683 23.471261
4.000000 6.393262 22.916831
