# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.069031 0.801770
0.080808 0.138062 1.587602
0.121212 0.207093 2.357495
0.161616 0.276124 3.111449
0.202020 0.345156 3.849465
0.242424 0.414187 4.571541
0.282828 0.483218 5.277679
0.323232 0.552249 5.967878
0.363636 0.621280 6.642139
0.404040 0.690311 7.300461
0.444444 0.759342 7.942843
0.484848 0.828373 8.569288
0.525253 0.897404 9.179793
0.565657 0.966436 9.774360
0.606061 1.035467 10.352988
0.646465 1.104498 10.915677
0.686869 1.173529 11.462427
0.727273 1.242560 11.993239
0.767677 1.311591 12.508112
0.808081 1.380622 13.007046
0.848485 1.449653 13.490041
0.888889 1.518685 13.957098
0.929293 1.587716 14.408216
0.969697 1.656747 14.843395
1.010101 1.725778 15.262636
1.050505 1.794809 15.665937
1.090909 1.863840 16.053300
1.131313 1.932871 16.424725
1.171717 2.001902 16.780210
1.212121 2.070933 17.119757
1.252525 2.139965 17.443365
1.292929 2.208996 17.751034
1.333333 2.278027 18.042764
1.373737 2.347058 18.318556
1.414141 2.416089 18.578409
1.454545 2.485120 18.822323
1.494949 2.554151 19.050298
1.535354 2.623182 19.262335
1.575758 2.692213 19.458433
1.616162 2.761245 19.638592
1.656566 2.830276 19.802813
1.696970 2.899307 19.951094
1.737374 2.968338 20.083437
1.777778 3.037369 20.199841
1.818182 3.106400 20.300307
1.858586 3.175431 20.384834
1.898990 3.244462 20.453421
1.939394 3.313494 20.506071
1.979798 3.382525 20.542781
2.020202 3.451556 20.563553
2.060606 3.520587 20.568386
2.101010 3.589618 20.557280
2.141414 3.658649 20.530235
2.181818 3.727680 20.487252
2.222222 3.796711 20.428330
2.262626 3.865742 20.353469
2.303030 3.934774 20.262670
2.343434 4.003805 20.155931
2.383838 4.072836 20.033254
2.424242 4.141867 19.894638
2.464646 4.210898 19.740084
2.505051 4.279929 19.569591
2.545455 4.348960 19.383159
2.585859 4.417991 19.180788
2.626263 4.487022 18.962478
2.666667 4.556054 18.728230
2.707071 4.625085 18.478043
2.747475 4.694116 18.211917
2.787879 4.763147 17.929852
2.828283 4.832178 17.631849
2.868687 4.901209 17.317907
2.909091 4.970240 16.988026
2.949495 5.039271 16.642207
2.989899 5.108303 16.280448
3.030303 5.177334 15.902751
3.070707 5.246365 15.509115
3.111111 5.315396 15.099541
3.151515 5.384427 14.674028
3.191919 5.453458 14.232576
3.232323 5.522489 13.775185
3.272727 5.591520 13.301855
3.313131 5.660551 12.812587
3.353535 5.729583 12.307380
3.393939 5.798614 11.786234
3.434343 5.867645 11.249149
3.474747 5.936676 10.696126
3.515152 6.005707 10.127164
3.555556 6.074738 9.542263
3.595960 6.143769 8.941424
3.636364 6.212800 8.324645
3.676768 6.281831 7.691928
3.717172 6.350863 7.043273
3.757576 6.419894 6.378678
3.797980 6.488925 5.698145
3.838384 6.557956 5.001673
3.878788 6.626987 4.289262
3.919192 6.696018 3.560912
3.959596 6.765049 2.816624
4.000000 6.834080 2.056397
