# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.089987 1.027835
0.080808 0.179974 2.039813
0.121212 0.269961 3.035935
0.161616 0.359948 4.016200
0.202020 0.449935 4.980607
0.242424 0.539922 5.929158
0.282828 0.629909 6.861852
0.323232 0.719896 7.778689
0.363636 0.809883 8.679670
0.404040 0.899870 9.564793
0.444444 0.989857 10.434060
0.484848 1.079844 11.287470
0.525253 1.169831 12.125023
0.565657 1.259818 12.946719
0.606061 1.349805 13.752558
0.646465 1.439792 14.542541
0.686869 1.529779 15.316666
0.727273 1.619766 16.074935
0.767677 1.709753 16.817347
0.808081 1.799740 17.543902
0.848485 1.889727 18.254600
0.888889 1.979714 18.949441
0.929293 2.069701 19.628426
0.969697 2.159688 20.291553
1.010101 2.249675 20.938824
1.050505 2.339662 21.570238
1.090909 2.429649 22.185795
1.131313 2.519636 22.785495
1.171717 2.609623 23.369339
1.212121 2.699610 23.937325
1.252525 2.789597 24.489455
1.292929 2.879584 25.025728
1.333333 2.969571 25.546144
1.373737 3.059558 26.050703
1.414141 3.149545 26.539405
1.454545 3.239532 27.012251
1.494949 3.329519 27.469239
1.535354 3.419506 27.910371
1.575758 3.509493 28.335646
1.616162 3.599480 28.745064
1.656566 3.689467 29.138625
1.696970 3.779454 29.516330
1.737374 3.869441 29.878177
1.777778 3.959428 30.224168
1.818182 4.049415 30.554302
1.858586 4.139402 30.868579
1.898990 4.229389 31.166999
1.939394 4.319376 31.449562
1.979798 4.409363 31.716268
2.020202 4.499350 31.967118
2.060606 4.589337 32.202111
2.101010 4.679324 32.421247
2.141414 4.769311 32.624526
2.181818 4.859298 32.811948
2.222222 4.949285 32.983513
2.262626 5.039272 33.139222
2.303030 5.129259 33.279073
2.343434 5.219246 33.403068
2.383838 5.309233 33.511206
2.424242 5.399220 33.603487
2.464646 5.489207 33.679911
2.505051 5.579194 33.740479
2.545455 5.669181 33.785189
2.585859 5.759168 33.814043
2.626263 5.849155 33.827040
2.666667 5.939142 33.824180
2.707071 6.029129 33.805463
2.747475 6.119116 33.770889
2.787879 6.209103 33.720458
2.828283 6.299090 33.654171
2.868687 6.389077 33.572027
2.909091 6.479063 33.474026
2.949495 6.569050 33.360168
2.989899 6.659037 33.230453
3.030303 6.749024 33.084881
3.070707 6.839011 32.923453
3.111111 6.928998 32.746167
3.151515 7.018985 32.553025
3.191919 7.108972 32.344026
3.232323 7.198959 32.119170
3.272727 7.288946 31.878458
3.313131 7.378933 31.621888
3.353535 7.468920 31.349462
3.393939 7.558907 31.061178
3.434343 7.648894 30.757038
3.474747 7.738881 30.437041
3.515152 7.828868 30.101187
3.555556 7.918855 29.749477
3.595960 8.008842 29.381909
3.636364 8.098829 28.998485
3.676768 8.188816 28.599203
3.717172 8.278803 28.184065
3.757576 8.368790 27.753070
3.797980 8.458777 27.306219
3.838384 8.548764 26.843510
3.878788 8.638751 26.364945
3.919192 8.728738 25.870522
3.959596 8.818725 25.360243
4.000000 8.908712 24.834107
