# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.034594 0.512901
0.080808 0.069189 1.009906
0.121212 0.103783 1.491013
0.161616 0.138378 1.956224
0.202020 0.172972 2.405538
0.242424 0.207567 2.838955
0.282828 0.242161 3.256475
0.323232 0.276756 3.658098
0.363636 0.311350 4.043824
0.404040 0.345945 4.413654
0.444444 0.380539 4.767586
0.484848 0.415134 5.105622
0.525253 0.449728 5.427761
0.565657 0.484323 5.734003
0.606061 0.518917 6.024348
0.646465 0.553512 6.298796
0.686869 0.588106 6.557347
0.727273 0.622701 6.800001
0.767677 0.657295 7.026759
0.808081 0.691890 7.237620
0.848485 0.726484 7.432583
0.888889 0.761079 7.611650
0.929293 0.795673 7.774820
0.969697 0.830268 7.922093
1.010101 0.864862 8.053470
1.050505 0.899457 8.168949
1.090909 0.934051 8.268531
1.131313 0.968646 8.352217
1.171717 1.003240 8.420006
1.212121 1.037835 8.471898
1.252525 1.072429 8.507893
1.292929 1.107024 8.527991
1.333333 1.141618 8.532192
1.373737 1.176213 8.520496
1.414141 1.210807 8.492904
1.454545 1.245402 8.449414
1.494949 1.279996 8.390028
1.535354 1.314591 8.314745
1.575758 1.349185 8.223565
1.616162 1.383780 8.116488
1.656566 1.418374 7.993514
1.696970 1.452969 7.854644
1.737374 1.487563 7.699876
1.777778 1.522158 7.529212
1.818182 1.556752 7.342650
1.858586 1.591347 7.140192
1.898990 1.625941 6.921837
1.939394 1.660536 6.687585
1.979798 1.695130 6.437436
2.020202 1.729725 6.171391
2.060606 1.764319 5.889448
2.101010 1.798914 5.591609
2.141414 1.833508 5.277872
2.181818 1.868103 4.948239
2.222222 1.902697 4.602709
2.262626 1.937292 4.241282
2.303030 1.971886 3.863958
2.343434 2.006481 3.470738
2.383838 2.041075 3.061620
2.424242 2.075670 2.636605
2.464646 2.110264 2.195694
2.505051 2.144859 1.738886
2.545455 2.179453 1.266181
2.585859 2.214048 0.777579
2.626263 2.248642 0.273080
2.666667 2.283236 -0.247316
2.707071 2.317831 -0.783608
2.747475 2.352425 -1.335798
2.787879 2.387020 -1.903884
2.828283 2.421614 -2.487867
2.868687 2.456209 -3.087748
2.909091 2.490803 -3.703525
2.949495 2.525398 -4.335198
2.989899 2.559992 -4.982769
3.030303 2.594587 -5.646237
3.070707 2.629181 -6.325601
3.111111 2.663776 -7.020863
3.151515 2.698370 -7.732021
3.191919 2.732965 -8.459076
3.232323 2.767559 -9.202028
3.272727 2.802154 -9.960877
3.313131 2.836748 -10.735623
3.353535 2.871343 -11.526265
3.393939 2.905937 -12.332805
3.434343 2.940532 -13.155241
3.474747 2.975126 -13.993575
3.515152 3.009721 -14.847805
3.555556 3.044315 -15.717932
3.595960 3.078910 -16.603956
3.636364 3.113504 -17.505877
3.676768 3.148099 -18.423694
3.717172 3.182693 -19.357409
3.757576 3.217288 -20.307020
3.797980 3.251882 -21.272529
3.838384 3.286477 -22.253934
3.878788 3.321071 -23.251236
3.919192 3.355666 -24.264435
3.959596 3.390260 -25.293531
4.000000 3.424855 -26.338523
