# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.015612 0.654813
0.080808 0.031224 1.293573
0.121212 0.046837 1.916282
0.161616 0.062449 2.522938
0.202020 0.078061 3.113543
0.242424 0.093673 3.688095
0.282828 0.109286 4.246595
0.323232 0.124898 4.789043
0.363636 0.140510 5.315439
0.404040 0.156122 5.825783
0.444444 0.171735 6.320074
0.484848 0.187347 6.798314
0.525253 0.202959 7.260501
0.565657 0.218571 7.706636
0.606061 0.234183 8.136720
0.646465 0.249796 8.550751
0.686869 0.265408 8.948730
0.727273 0.281020 9.330656
0.767677 0.296632 9.696531
0.808081 0.312245 10.046354
0.848485 0.327857 10.380124
0.888889 0.343469 10.697843
0.929293 0.359081 10.999509
0.969697 0.374693 11.285123
1.010101 0.390306 11.554685
1.050505 0.405918 11.808195
1.090909 0.421530 12.045653
1.131313 0.437142 12.267058
1.171717 0.452755 12.472412
1.212121 0.468367 12.661713
1.252525 0.483979 12.834963
1.292929 0.499591 12.992160
1.333333 0.515204 13.133305
1.373737 0.530816 13.258398
1.414141 0.546428 13.367439
1.454545 0.562040 13.460427
1.494949 0.577652 13.537364
1.535354 0.593265 13.598249
1.575758 0.608877 13.643081
1.616162 0.624489 13.671861
1.656566 0.640101 13.684589
1.696970 0.655714 13.681266
1.737374 0.671326 13.661889
1.777778 0.686938 13.626461
1.818182 0.702550 13.574981
1.858586 0.718163 13.507449
1.898990 0.733775 13.423864
1.939394 0.749387 13.324227
1.979798 0.764999 13.208539
2.020202 0.780611 13.076798
2.060606 0.796224 12.929005
2.101010 0.811836 12.765160
2.141414 0.827448 12.585262
2.181818 0.843060 12.389313
2.222222 0.858673 12.177312
2.262626 0.874285 11.949258
2.303030 0.889897 11.705152
2.343434 0.905509 11.444995
2.383838 0.921121 11.168785
2.424242 0.936734 10.876523
2.464646 0.952346 10.568208
2.505051 0.967958 10.243842
2.545455 0.983570 9.903424
2.585859 0.999183 9.546953
2.626263 1.014795 9.174431
2.666667 1.030407 8.785856
2.707071 1.046019 8.381229
2.747475 1.061632 7.960550
2.787879 1.077244 7.523819
2.828283 1.092856 7.071036
2.868687 1.108468 6.602201
2.909091 1.124080 6.117313
2.949495 1.139693 5.616374
2.989899 1.155305 5.099382
3.030303 1.170917 4.566338
3.070707 1.186529 4.017242
3.111111 1.202142 3.452094
3.151515 1.217754 2.870894
3.191919 1.233366 2.273642
3.232323 1.248978 1.660338
3.272727 1.264591 1.030981
3.313131 1.280203 0.385573
3.353535 1.295815 -0.275888
3.393939 1.311427 -0.953401
3.434343 1.327039 -1.646966
3.474747 1.342652 -2.356583
3.515152 1.358264 -3.082252
3.555556 1.373876 -3.823973
3.595960 1.389488 -4.581747
3.636364 1.405101 -5.355572
3.676768 1.420713 -6.145450
3.717172 1.436325 -6.951379
3.757576 1.451937 -7.773361
3.797980 1.467550 -8.611395
3.838384 1.483162 -9.465481
3.878788 1.498774 -10.335620
3.919192 1.514386 -11.221810
3.959596 1.529998 -12.124052
4.000000 1.545611 -13.042347
