# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.035525 0.868558
0.080808 0.071050 1.721229
0.121212 0.106574 2.558015
0.161616 0.142099 3.378915
0.202020 0.177624 4.183930
0.242424 0.213149 4.973058
0.282828 0.248673 5.746301
0.323232 0.284198 6.503658
0.363636 0.319723 7.245129
0.404040 0.355248 7.970714
0.444444 0.390772 8.680414
0.484848 0.426297 9.374228
0.525253 0.461822 10.052156
0.565657 0.497347 10.714198
0.606061 0.532872 11.360354
0.646465 0.568396 11.990625
0.686869 0.603921 12.605009
0.727273 0.639446 13.203508
0.767677 0.674971 13.786122
0.808081 0.710495 14.352849
0.848485 0.746020 14.903691
0.888889 0.781545 15.438646
0.929293 0.817070 15.957716
0.969697 0.852594 16.460901
1.010101 0.888119 16.948199
1.050505 0.923644 17.419612
1.090909 0.959169 17.875139
1.131313 0.994694 18.314780
1.171717 1.030218 18.738535
1.212121 1.065743 19.146404
1.252525 1.101268 19.538388
1.292929 1.136793 19.914486
1.333333 1.172317 20.274698
1.373737 1.207842 20.619024
1.414141 1.243367 20.947465
1.454545 1.278892 21.260019
1.494949 1.314416 21.556688
1.535354 1.349941 21.837471
1.575758 1.385466 22.102369
1.616162 1.420991 22.351380
1.656566 1.456516 22.584506
1.696970 1.492040 22.801746
1.737374 1.527565 23.003100
1.777778 1.563090 23.188568
1.818182 1.598615 23.358151
1.858586 1.634139 23.511847
1.898990 1.669664 23.649658
1.939394 1.705189 23.771583
1.979798 1.740714 23.877623
2.020202 1.776238 23.967776
2.060606 1.811763 24.042044
2.101010 1.847288 24.100426
2.141414 1.882813 24.142922
2.181818 1.918338 24.169532
2.222222 1.953862 24.180257
2.262626 1.989387 24.175096
2.303030 2.024912 24.154049
2.343434 2.060437 24.117116
2.383838 2.095961 24.064297
2.424242 2.131486 23.995593
2.464646 2.167011 23.911003
2.505051 2.202536 23.810527
2.545455 2.238061 23.694165
2.585859 2.273585 23.561917
2.626263 2.309110 23.413784
2.666667 2.344635 23.249765
2.707071 2.380160 23.069860
2.747475 2.415684 22.874069
2.787879 2.451209 22.662392
2.828283 2.486734 22.434830
2.868687 2.522259 22.191382
2.909091 2.557783 21.932048
2.949495 2.593308 21.656828
2.989899 2.628833 21.365722
3.030303 2.664358 21.058731
3.070707 2.699883 20.735854
3.111111 2.735407 20.397091
3.151515 2.770932 20.042442
3.191919 2.806457 19.671908
3.232323 2.841982 19.285487
3.272727 2.877506 18.883181
3.313131 2.913031 18.464989
3.353535 2.948556 18.030912
3.393939 2.984081 17.580948
3.434343 3.019605 17.115099
3.474747 3.055130 16.633364
3.515152 3.090655 16.135743
3.555556 3.126180 15.622236
3.595960 3.161705 15.092844
3.636364 3.197229 14.547565
3.676768 3.232754 13.986401
3.717172 3.268279 13.409351
3.757576 3.303804 12.816416
3.797980 3.339328 12.207594
3.838384 3.374853 11.582887
3.878788 3.410378 10.942294
3.919192 3.445903 10.285815
3.959596 3.481427 9.613451
4.000000 3.516952 8.925200
