# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.044318 0.500592
0.080808 0.088635 0.985298
0.121212 0.132953 1.454119
0.161616 0.177270 1.907054
0.202020 0.221588 2.344104
0.242424 0.265906 2.765268
0.282828 0.310223 3.170546
0.323232 0.354541 3.559939
0.363636 0.398859 3.933446
0.404040 0.443176 4.291068
0.444444 0.487494 4.632804
0.484848 0.531811 4.958654
0.525253 0.576129 5.268619
0.565657 0.620447 5.562698
0.606061 0.664764 5.840892
0.646465 0.709082 6.103200
0.686869 0.753400 6.349622
0.727273 0.797717 6.580159
0.767677 0.842035 6.794810
0.808081 0.886352 6.993576
0.848485 0.930670 7.176456
0.888889 0.974988 7.343450
0.929293 1.019305 7.494559
0.969697 1.063623 7.629782
1.010101 1.107941 7.749120
1.050505 1.152258 7.852572
1.090909 1.196576 7.940138
1.131313 1.240893 8.011819
1.171717 1.285211 8.067614
1.212121 1.329529 8.107524
1.252525 1.373846 8.131548
1.292929 1.418164 8.139687
1.333333 1.462482 8.131940
1.373737 1.506799 8.108307
1.414141 1.551117 8.068789
1.454545 1.595434 8.013385
1.494949 1.639752 7.942095
1.535354 1.684070 7.854920
1.575758 1.728387 7.751859
1.616162 1.772705 7.632913
1.656566 1.817022 7.498081
1.696970 1.861340 7.347364
1.737374 1.905658 7.180761
1.777778 1.949975 6.998272
1.818182 1.994293 6.799898
1.858586 2.038611 6.585638
1.898990 2.082928 6.355492
1.939394 2.127246 6.109461
1.979798 2.171563 5.847545
2.020202 2.215881 5.569742
2.060606 2.260199 5.276055
2.101010 2.304516 4.966481
2.141414 2.348834 4.641022
2.181818 2.393152 4.299677
2.222222 2.437469 3.942447
2.262626 2.481787 3.569331
2.303030 2.526104 3.180330
2.343434 2.570422 2.775443
2.383838 2.614740 2.354670
2.424242 2.659057 1.918012
2.464646 2.703375 1.465468
2.505051 2.747693 0.997039
2.545455 2.792010 0.512724
2.585859 2.836328 0.012524
2.626263 2.880645 -0.503563
2.666667 2.924963 -1.035534
2.707071 2.969281 -1.583392
2.747475 3.013598 -2.147135
2.787879 3.057916 -2.726763
2.828283 3.102234 -3.322277
2.868687 3.146551 -3.933677
2.909091 3.190869 -4.560963
2.949495 3.235186 -5.204133
2.989899 3.279504 -5.863190
3.030303 3.323822 -6.538132
3.070707 3.368139 -7.228960
3.111111 3.412457 -7.935673
3.151515 3.456774 -8.658272
3.191919 3.501092 -9.396757
3.232323 3.545410 -10.151127
3.272727 3.589727 -10.921382
3.313131 3.634045 -11.707524
3.353535 3.678363 -12.509551
3.393939 3.722680 -13.327463
3.434343 3.766998 -14.161261
3.474747 3.811315 -15.010945
3.515152 3.855633 -15.876514
3.555556 3.899951 -16.757969
3.595960 3.944268 -17.655309
3.636364 3.988586 -18.568536
3.676768 4.032904 -19.497647
3.717172 4.077221 -20.442644
3.757576 4.121539 -21.403527
3.797980 4.165856 -22.380296
3.838384 4.210174 -23.372950
3.878788 4.254492 -24.381489
3.919192 4.298809 -25.405915
3.959596 4.343127 -26.446225
4.000000 4.387445 -27.502422
