# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.055316 0.560257
0.080808 0.110632 1.104471
0.121212 0.165949 1.632643
0.161616 0.221265 2.144772
0.202020 0.276581 2.640858
0.242424 0.331897 3.120901
0.282828 0.387213 3.584901
0.323232 0.442530 4.032859
0.363636 0.497846 4.464773
0.404040 0.553162 4.880645
0.444444 0.608478 5.280475
0.484848 0.663794 5.664261
0.525253 0.719111 6.032005
0.565657 0.774427 6.383706
0.606061 0.829743 6.719364
0.646465 0.885059 7.038979
0.686869 0.940375 7.342551
0.727273 0.995692 7.630081
0.767677 1.051008 7.901568
0.808081 1.106324 8.157012
0.848485 1.161640 8.396413
0.888889 1.216957 8.619772
0.929293 1.272273 8.827088
0.969697 1.327589 9.018361
1.010101 1.382905 9.193591
1.050505 1.438221 9.352778
1.090909 1.493538 9.495923
1.131313 1.548854 9.623025
1.171717 1.604170 9.734084
1.212121 1.659486 9.829100
1.252525 1.714802 9.908073
1.292929 1.770119 9.971004
1.333333 1.825435 10.017892
1.373737 1.880751 10.048737
1.414141 1.936067 10.063539
1.454545 1.991383 10.062299
1.494949 2.046700 10.045015
1.535354 2.102016 10.011689
1.575758 2.157332 9.962321
1.616162 2.212648 9.896909
1.656566 2.267964 9.815454
1.696970 2.323281 9.717957
1.737374 2.378597 9.604417
1.777778 2.433913 9.474834
1.818182 2.489229 9.329209
1.858586 2.544545 9.167540
1.898990 2.599862 8.989829
1.939394 2.655178 8.796075
1.979798 2.710494 8.586278
2.020202 2.765810 8.360439
2.060606 2.821126 8.118557
2.101010 2.876443 7.860631
2.141414 2.931759 7.586664
2.181818 2.987075 7.296653
2.222222 3.042391 6.990599
2.262626 3.097708 6.668503
2.303030 3.153024 6.330364
2.343434 3.208340 5.976182
2.383838 3.263656 5.605958
2.424242 3.318972 5.219690
2.464646 3.374289 4.817380
2.505051 3.429605 4.399027
2.545455 3.484921 3.964631
2.585859 3.540237 3.514193
2.626263 3.595553 3.047711
2.666667 3.650870 2.565187
2.707071 3.706186 2.066620
2.747475 3.761502 1.552010
2.787879 3.816818 1.021358
2.828283 3.872134 0.474663
2.868687 3.927451 -0.088076
2.909091 3.982767 -0.666856
2.949495 4.038083 -1.261680
2.989899 4.093399 -1.872547
3.030303 4.148715 -2.499456
3.070707 4.204032 -3.142408
3.111111 4.259348 -3.801403
3.151515 4.314664 -4.476440
3.191919 4.369980 -5.167521
3.232323 4.425296 -5.874644
3.272727 4.480613 -6.597810
3.313131 4.535929 -7.337019
3.353535 4.591245 -8.092270
3.393939 4.646561 -8.863565
3.434343 4.701877 -9.650902
3.474747 4.757194 -10.454282
3.515152 4.812510 -11.273704
3.555556 4.867826 -12.109170
3.595960 4.923142 -12.960678
3.636364 4.978459 -13.828229
3.676768 5.033775 -14.711823
3.717172 5.089091 -15.611460
3.757576 5.144407 -16.527139
3.797980 5.199723 -17.458861
3.838384 5.255040 -18.406627
3.878788 5.310356 -19.370434
3.919192 5.365672 -20.350285
3.959596 5.420988 -21.346178
4.000000 5.476304 -22.358114
