# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.103190 1.098414
0.080808 0.206380 2.180948
0.121212 0.309571 3.247604
0.161616 0.412761 4.298379
0.202020 0.515951 5.333276
0.242424 0.619141 6.352293
0.282828 0.722331 7.355432
0.323232 0.825522 8.342690
0.363636 0.928712 9.314070
0.404040 1.031902 10.269570
0.444444 1.135092 11.209191
0.484848 1.238283 12.132933
0.525253 1.341473 13.040795
0.565657 1.444663 13.932778
0.606061 1.547853 14.808882
0.646465 1.651043 15.669106
0.686869 1.754234 16.513451
0.727273 1.857424 17.341917
0.767677 1.960614 18.154504
0.808081 2.063804 18.951211
0.848485 2.166994 19.732039
0.888889 2.270185 20.496988
0.929293 2.373375 21.246058
0.969697 2.476565 21.979248
1.010101 2.579755 22.696559
1.050505 2.682945 23.397990
1.090909 2.786136 24.083543
1.131313 2.889326 24.753216
1.171717 2.992516 25.407009
1.212121 3.095706 26.044924
1.252525 3.198896 26.666959
1.292929 3.302087 27.273115
1.333333 3.405277 27.863391
1.373737 3.508467 28.437789
1.414141 3.611657 28.996307
1.454545 3.714848 29.538946
1.494949 3.818038 30.065705
1.535354 3.921228 30.576585
1.575758 4.024418 31.071586
1.616162 4.127608 31.550708
1.656566 4.230799 32.013950
1.696970 4.333989 32.461313
1.737374 4.437179 32.892797
1.777778 4.540369 33.308401
1.818182 4.643559 33.708126
1.858586 4.746750 34.091972
1.898990 4.849940 34.459939
1.939394 4.953130 34.812026
1.979798 5.056320 35.148234
2.020202 5.159510 35.468563
2.060606 5.262701 35.773012
2.101010 5.365891 36.061582
2.141414 5.469081 36.334273
2.181818 5.572271 36.591085
2.222222 5.675461 36.832017
2.262626 5.778652 37.057070
2.303030 5.881842 37.266244
2.343434 5.985032 37.459538
2.383838 6.088222 37.636953
2.424242 6.191413 37.798489
2.464646 6.294603 37.944145
2.505051 6.397793 38.073923
2.545455 6.500983 38.187821
2.585859 6.604173 38.285839
2.626263 6.707364 38.367979
2.666667 6.810554 38.434239
2.707071 6.913744 38.484620
2.747475 7.016934 38.519121
2.787879 7.120124 38.537743
2.828283 7.223315 38.540486
2.868687 7.326505 38.527350
2.909091 7.429695 38.498335
2.949495 7.532885 38.453440
2.989899 7.636075 38.392665
3.030303 7.739266 38.316012
3.070707 7.842456 38.223479
3.111111 7.945646 38.115067
3.151515 8.048836 37.990776
3.191919 8.152026 37.850605
3.232323 8.255217 37.694555
3.272727 8.358407 37.522626
3.313131 8.461597 37.334818
3.353535 8.564787 37.131130
3.393939 8.667978 36.911563
3.434343 8.771168 36.676116
3.474747 8.874358 36.424791
3.515152 8.977548 36.157586
3.555556 9.080738 35.874502
3.595960 9.183929 35.575538
3.636364 9.287119 35.260695
3.676768 9.390309 34.929973
3.717172 9.493499 34.583372
3.757576 9.596689 34.220891
3.797980 9.699880 33.842531
3.838384 9.803070 33.448292
3.878788 9.906260 33.038174
3.919192 10.009450 32.612176
3.959596 10.112640 32.170299
4.000000 10.215831 31.712542
