# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.014575 0.533976
0.080808 0.029150 1.051913
0.121212 0.043725 1.553810
0.161616 0.058300 2.039669
0.202020 0.072875 2.509488
0.242424 0.087450 2.963269
0.282828 0.102025 3.401010
0.323232 0.116600 3.822713
0.363636 0.131175 4.228376
0.404040 0.145750 4.618001
0.444444 0.160325 4.991586
0.484848 0.174900 5.349132
0.525253 0.189476 5.690639
0.565657 0.204051 6.016107
0.606061 0.218626 6.325536
0.646465 0.233201 6.618926
0.686869 0.247776 6.896277
0.727273 0.262351 7.157589
0.767677 0.276926 7.402862
0.808081 0.291501 7.632096
0.848485 0.306076 7.845290
0.888889 0.320651 8.042446
0.929293 0.335226 8.223563
0.969697 0.349801 8.388640
1.010101 0.364376 8.537679
1.050505 0.378951 8.670678
1.090909 0.393526 8.787638
1.131313 0.408101 8.888560
1.171717 0.422676 8.973442
1.212121 0.437251 9.042285
1.252525 0.451826 9.095089
1.292929 0.466401 9.131855
1.333333 0.480976 9.152581
1.373737 0.495551 9.157268
1.414141 0.510126 9.145915
1.454545 0.524701 9.118524
1.494949 0.539277 9.075094
1.535354 0.553852 9.015625
1.575758 0.568427 8.940117
1.616162 0.583002 8.848569
1.656566 0.597577 8.740983
1.696970 0.612152 8.617358
1.737374 0.626727 8.477693
1.777778 0.641302 8.321990
1.818182 0.655877 8.150247
1.858586 0.670452 7.962465
1.898990 0.685027 7.758645
1.939394 0.699602 7.538785
1.979798 0.714177 7.302886
2.020202 0.728752 7.050948
2.060606 0.743327 6.782971
2.101010 0.757902 6.498955
2.141414 0.772477 6.198900
2.181818 0.787052 5.882806
2.222222 0.801627 5.550673
2.262626 0.816202 5.202501
2.303030 0.830777 4.838289
2.343434 0.845352 4.458039
2.383838 0.859927 4.061750
2.424242 0.874502 3.649421
2.464646 0.889078 3.221054
2.505051 0.903653 2.776647
2.545455 0.918228 2.316202
2.585859 0.932803 1.839717
2.626263 0.947378 1.347193
2.666667 0.961953 0.838631
2.707071 0.976528 0.314029
2.747475 0.991103 -0.226612
2.787879 1.005678 -0.783292
2.828283 1.020253 -1.356011
2.868687 1.034828 -1.944769
2.909091 1.049403 -2.549566
2.949495 1.063978 -3.170402
2.989899 1.078553 -3.807277
3.030303 1.093128 -4.460192
3.070707 1.107703 -5.129145
3.111111 1.122278 -5.814137
3.151515 1.136853 -6.515169
3.191919 1.151428 -7.232239
3.232323 1.166003 -7.965349
3.272727 1.180578 -8.714497
3.313131 1.195153 -9.479685
3.353535 1.209728 -10.260912
3.393939 1.224303 -11.058177
3.434343 1.238878 -11.871482
3.474747 1.253454 -12.700826
3.515152 1.268029 -13.546209
3.555556 1.282604 -14.407631
3.595960 1.297179 -15.285092
3.636364 1.311754 -16.178592
3.676768 1.326329 -17.088131
3.717172 1.340904 -18.013709
3.757576 1.355479 -18.955326
3.797980 1.370054 -19.912983
3.838384 1.384629 -20.886678
3.878788 1.399204 -21.876412
3.919192 1.413779 -22.882186
3.959596 1.428354 -23.903998
4.000000 1.442929 -24.941850
