# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.045429 0.469324
0.080808 0.090859 0.922774
0.121212 0.136288 1.360350
0.161616 0.181717 1.782051
0.202020 0.227147 2.187879
0.242424 0.272576 2.577833
0.282828 0.318005 2.951912
0.323232 0.363435 3.310118
0.363636 0.408864 3.652449
0.404040 0.454293 3.978906
0.444444 0.499723 4.289490
0.484848 0.545152 4.584199
0.525253 0.590581 4.863034
0.565657 0.636011 5.125995
0.606061 0.681440 5.373082
0.646465 0.726869 5.604295
0.686869 0.772298 5.819634
0.727273 0.817728 6.019099
0.767677 0.863157 6.202690
0.808081 0.908586 6.370407
0.848485 0.954016 6.522249
0.888889 0.999445 6.658218
0.929293 1.044874 6.778313
0.969697 1.090304 6.882533
1.010101 1.135733 6.970879
1.050505 1.181162 7.043352
1.090909 1.226592 7.099950
1.131313 1.272021 7.140674
1.171717 1.317450 7.165525
1.212121 1.362880 7.174501
1.252525 1.408309 7.167603
1.292929 1.453738 7.144831
1.333333 1.499168 7.106185
1.373737 1.544597 7.051665
1.414141 1.590026 6.981271
1.454545 1.635456 6.895002
1.494949 1.680885 6.792860
1.535354 1.726314 6.674844
1.575758 1.771744 6.540953
1.616162 1.817173 6.391189
1.656566 1.862602 6.225551
1.696970 1.908032 6.044038
1.737374 1.953461 5.846651
1.777778 1.998890 5.633391
1.818182 2.044320 5.404256
1.858586 2.089749 5.159247
1.898990 2.135178 4.898364
1.939394 2.180607 4.621607
1.979798 2.226037 4.328976
2.020202 2.271466 4.020471
2.060606 2.316895 3.696092
2.101010 2.362325 3.355839
2.141414 2.407754 2.999712
2.181818 2.453183 2.627710
2.222222 2.498613 2.239835
2.262626 2.544042 1.836086
2.303030 2.589471 1.416462
2.343434 2.634901 0.980965
2.383838 2.680330 0.529593
2.424242 2.725759 0.062347
2.464646 2.771189 -0.420772
2.505051 2.816618 -0.919766
2.545455 2.862047 -1.434634
2.585859 2.907477 -1.965376
2.626263 2.952906 -2.511992
2.666667 2.998335 -3.074482
2.707071 3.043765 -3.652846
2.747475 3.089194 -4.247084
2.787879 3.134623 -4.857196
2.828283 3.180053 -5.483183
2.868687 3.225482 -6.125043
2.909091 3.270911 -6.782777
2.949495 3.316341 -7.456386
2.989899 3.361770 -8.145868
3.030303 3.407199 -8.851225
3.070707 3.452629 -9.572456
3.111111 3.498058 -10.309560
3.151515 3.543487 -11.062539
3.191919 3.588916 -11.831392
3.232323 3.634346 -12.616119
3.272727 3.679775 -13.416720
3.313131 3.725204 -14.233195
3.353535 3.770634 -15.065544
3.393939 3.816063 -15.913767
3.434343 3.861492 -16.777864
3.474747 3.906922 -17.657835
3.515152 3.952351 -18.553680
3.555556 3.997780 -19.465400
3.595960 4.043210 -20.392993
3.636364 4.088639 -21.336461
3.676768 4.134068 -22.295802
3.717172 4.179498 -23.271018
3.757576 4.224927 -24.262108
3.797980 4.270356 -25.269071
3.838384 4.315786 -26.291909
3.878788 4.361215 -27.330621
3.919192 4.406644 -28.385207
3.959596 4.452074 -29.455667
4.000000 4.497503 -30.542001
