# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.108807 0.795787
0.080808 0.217613 1.575712
0.121212 0.326420 2.339774
0.161616 0.435226 3.087975
0.202020 0.544033 3.820313
0.242424 0.652839 4.536790
0.282828 0.761646 5.237404
0.323232 0.870453 5.922156
0.363636 0.979259 6.591047
0.404040 1.088066 7.244075
0.444444 1.196872 7.881241
0.484848 1.305679 8.502545
0.525253 1.414486 9.107986
0.565657 1.523292 9.697566
0.606061 1.632099 10.271284
0.646465 1.740905 10.829139
0.686869 1.849712 11.371133
0.727273 1.958518 11.897264
0.767677 2.067325 12.407533
0.808081 2.176132 12.901941
0.848485 2.284938 13.380486
0.888889 2.393745 13.843169
0.929293 2.502551 14.289990
0.969697 2.611358 14.720949
1.010101 2.720165 15.136046
1.050505 2.828971 15.535280
1.090909 2.937778 15.918653
1.131313 3.046584 16.286163
1.171717 3.155391 16.637812
1.212121 3.264197 16.973598
1.252525 3.373004 17.293522
1.292929 3.481811 17.597585
1.333333 3.590617 17.885785
1.373737 3.699424 18.158123
1.414141 3.808230 18.414599
1.454545 3.917037 18.655213
1.494949 4.025844 18.879964
1.535354 4.134650 19.088854
1.575758 4.243457 19.281882
1.616162 4.352263 19.459047
1.656566 4.461070 19.620351
1.696970 4.569876 19.765792
1.737374 4.678683 19.895371
1.777778 4.787490 20.009088
1.818182 4.896296 20.106943
1.858586 5.005103 20.188936
1.898990 5.113909 20.255067
1.939394 5.222716 20.305336
1.979798 5.331522 20.339743
2.020202 5.440329 20.358288
2.060606 5.549136 20.360970
2.101010 5.657942 20.347791
2.141414 5.766749 20.318749
2.181818 5.875555 20.273845
2.222222 5.984362 20.213079
2.262626 6.093169 20.136452
2.303030 6.201975 20.043962
2.343434 6.310782 19.935610
2.383838 6.419588 19.811396
2.424242 6.528395 19.671319
2.464646 6.637201 19.515381
2.505051 6.746008 19.343581
2.545455 6.854815 19.155918
2.585859 6.963621 18.952394
2.626263 7.072428 18.733007
2.666667 7.181234 18.497758
2.707071 7.290041 18.246647
2.747475 7.398848 17.979675
2.787879 7.507654 17.696840
2.828283 7.616461 17.398143
2.868687 7.725267 17.083583
2.909091 7.834074 16.753162
2.949495 7.942880 16.406879
2.989899 8.051687 16.044733
3.030303 8.160494 15.666726
3.070707 8.269300 15.272856
3.111111 8.378107 14.863125
3.151515 8.486913 14.437531
3.191919 8.595720 13.996075
3.232323 8.704527 13.538757
3.272727 8.813333 13.065577
3.313131 8.922140 12.576535
3.353535 9.030946 12.071631
3.393939 9.139753 11.550865
3.434343 9.248559 11.014236
3.474747 9.357366 10.461746
3.515152 9.466173 9.893393
3.555556 9.574979 9.309179
3.595960 9.683786 8.709102
3.636364 9.792592 8.093163
3.676768 9.901399 7.461362
3.717172 10.010206 6.813700
3.757576 10.119012 6.150175
3.797980 10.227819 5.470787
3.838384 10.336625 4.775538
3.878788 10.445432 4.064427
3.919192 10.554238 3.337454
3.959596 10.663045 2.594618
4.000000 10.771852 1.835921
