# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.096089 0.476670
0.080808 0.192178 0.937375
0.121212 0.288267 1.382115
0.161616 0.384356 1.810890
0.202020 0.480445 2.223701
0.242424 0.576534 2.620547
0.282828 0.672623 3.001428
0.323232 0.768712 3.366344
0.363636 0.864801 3.715295
0.404040 0.960890 4.048282
0.444444 1.056979 4.365304
0.484848 1.153068 4.666361
0.525253 1.249157 4.951454
0.565657 1.345246 5.220581
0.606061 1.441335 5.473744
0.646465 1.537424 5.710942
0.686869 1.633513 5.932175
0.727273 1.729602 6.137444
0.767677 1.825692 6.326748
0.808081 1.921781 6.500087
0.848485 2.017870 6.657461
0.888889 2.113959 6.798870
0.929293 2.210048 6.924315
0.969697 2.306137 7.033795
1.010101 2.402226 7.127310
1.050505 2.498315 7.204860
1.090909 2.594404 7.266446
1.131313 2.690493 7.312067
1.171717 2.786582 7.341723
1.212121 2.882671 7.355414
1.252525 2.978760 7.353141
1.292929 3.074849 7.334902
1.333333 3.170938 7.300699
1.373737 3.267027 7.250531
1.414141 3.363116 7.184399
1.454545 3.459205 7.102301
1.494949 3.555294 7.004239
1.535354 3.651383 6.890212
1.575758 3.747472 6.760221
1.616162 3.843561 6.614264
1.656566 3.939650 6.452343
1.696970 4.035739 6.274457
1.737374 4.131828 6.080606
1.777778 4.227917 5.870790
1.818182 4.324006 5.645010
1.858586 4.420095 5.403265
1.898990 4.516184 5.145555
1.939394 4.612273 4.871880
1.979798 4.708362 4.582241
2.020202 4.804451 4.276637
2.060606 4.900540 3.955068
2.101010 4.996629 3.617534
2.141414 5.092718 3.264036
2.181818 5.188807 2.894572
2.222222 5.284896 2.509144
2.262626 5.380986 2.107751
2.303030 5.477075 1.690394
2.343434 5.573164 1.257071
2.383838 5.669253 0.807784
2.424242 5.765342 0.342532
2.464646 5.861431 -0.138685
2.505051 5.957520 -0.635866
2.545455 6.053609 -1.149012
2.585859 6.149698 -1.678123
2.626263 6.245787 -2.223199
2.666667 6.341876 -2.784240
2.707071 6.437965 -3.361245
2.747475 6.534054 -3.954215
2.787879 6.630143 -4.563150
2.828283 6.726232 -5.188050
2.868687 6.822321 -5.828914
2.909091 6.918410 -6.485744
2.949495 7.014499 -7.158538
2.989899 7.110588 -7.847296
3.030303 7.206677 -8.552020
3.070707 7.302766 -9.272708
3.111111 7.398855 -10.009361
3.151515 7.494944 -10.761979
3.191919 7.591033 -11.530562
3.232323 7.687122 -12.315109
3.272727 7.783211 -13.115621
3.313131 7.879300 -13.932098
3.353535 7.975389 -14.764540
3.393939 8.071478 -15.612947
3.434343 8.167567 -16.477318
3.474747 8.263656 -17.357654
3.515152 8.359745 -18.253955
3.555556 8.455834 -19.166220
3.595960 8.551923 -20.094451
3.636364 8.648012 -21.038646
3.676768 8.744101 -21.998806
3.717172 8.840190 -22.974931
3.757576 8.936279 -23.967020
3.797980 9.032369 -24.975074
3.838384 9.128458 -25.999093
3.878788 9.224547 -27.039077
3.919192 9.320636 -28.095026
3.959596 9.416725 -29.166939
4.000000 9.512814 -30.254817
