# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.063786 0.949060
0.080808 0.127572 1.882175
0.121212 0.191359 2.799345
0.161616 0.255145 3.700569
0.202020 0.318931 4.585848
0.242424 0.382717 5.455181
0.282828 0.446504 6.308568
0.323232 0.510290 7.146010
0.363636 0.574076 7.967507
0.404040 0.637862 8.773058
0.444444 0.701649 9.562664
0.484848 0.765435 10.336324
0.525253 0.829221 11.094039
0.565657 0.893007 11.835808
0.606061 0.956794 12.561632
0.646465 1.020580 13.271510
0.686869 1.084366 13.965443
0.727273 1.148152 14.643431
0.767677 1.211939 15.305473
0.808081 1.275725 15.951569
0.848485 1.339511 16.581720
0.888889 1.403297 17.195925
0.929293 1.467084 17.794185
0.969697 1.530870 18.376500
1.010101 1.594656 18.942869
1.050505 1.658442 19.493292
1.090909 1.722229 20.027771
1.131313 1.786015 20.546303
1.171717 1.849801 21.048890
1.212121 1.913587 21.535532
1.252525 1.977374 22.006228
1.292929 2.041160 22.460979
1.333333 2.104946 22.899784
1.373737 2.168732 23.322644
1.414141 2.232519 23.729558
1.454545 2.296305 24.120527
1.494949 2.360091 24.495550
1.535354 2.423877 24.854628
1.575758 2.487664 25.197760
1.616162 2.551450 25.524947
1.656566 2.615236 25.836189
1.696970 2.679022 26.131484
1.737374 2.742809 26.410835
1.777778 2.806595 26.674240
1.818182 2.870381 26.921699
1.858586 2.934167 27.153213
1.898990 2.997954 27.368782
1.939394 3.061740 27.568405
1.979798 3.125526 27.752083
2.020202 3.189312 27.919815
2.060606 3.253099 28.071601
2.101010 3.316885 28.207443
2.141414 3.380671 28.327338
2.181818 3.444457 28.431288
2.222222 3.508244 28.519293
2.262626 3.572030 28.591352
2.303030 3.635816 28.647466
2.343434 3.699602 28.687634
2.383838 3.763389 28.711857
2.424242 3.827175 28.720135
2.464646 3.890961 28.712466
2.505051 3.954747 28.688853
2.545455 4.018534 28.649294
2.585859 4.082320 28.593789
2.626263 4.146106 28.522339
2.666667 4.209892 28.434944
2.707071 4.273679 28.331603
2.747475 4.337465 28.212316
2.787879 4.401251 28.077084
2.828283 4.465037 27.925907
2.868687 4.528824 27.758784
2.909091 4.592610 27.575716
2.949495 4.656396 27.376702
2.989899 4.720182 27.161742
3.030303 4.783969 26.930838
3.070707 4.847755 26.683987
3.111111 4.911541 26.421191
3.151515 4.975327 26.142450
3.191919 5.039114 25.847764
3.232323 5.102900 25.537131
3.272727 5.166686 25.210554
3.313131 5.230472 24.868030
3.353535 5.294259 24.509562
3.393939 5.358045 24.135148
3.434343 5.421831 23.744788
3.474747 5.485617 23.338483
3.515152 5.549404 22.916233
3.555556 5.613190 22.478037
3.595960 5.676976 22.023895
3.636364 5.740762 21.553808
3.676768 5.804549 21.067776
3.717172 5.868335 20.565798
3.757576 5.932121 20.047874
3.797980 5.995907 19.514006
3.838384 6.059693 18.964191
3.878788 6.123480 18.398431
3.919192 6.187266 17.816726
3.959596 6.251052 17.219075
4.000000 6.314838 16.605479
