# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.098729 1.051465
0.080808 0.197458 2.086860
0.121212 0.296187 3.106185
0.161616 0.394916 4.109441
0.202020 0.493645 5.096628
0.242424 0.592374 6.067745
0.282828 0.691103 7.022792
0.323232 0.789832 7.961770
0.363636 0.888562 8.884678
0.404040 0.987291 9.791516
0.444444 1.086020 10.682285
0.484848 1.184749 11.556985
0.525253 1.283478 12.415615
0.565657 1.382207 13.258175
0.606061 1.480936 14.084666
0.646465 1.579665 14.895087
0.686869 1.678394 15.689439
0.727273 1.777123 16.467721
0.767677 1.875852 17.229933
0.808081 1.974581 17.976076
0.848485 2.073310 18.706150
0.888889 2.172039 19.420153
0.929293 2.270768 20.118088
0.969697 2.369497 20.799952
1.010101 2.468227 21.465747
1.050505 2.566956 22.115473
1.090909 2.665685 22.749129
1.131313 2.764414 23.366716
1.171717 2.863143 23.968232
1.212121 2.961872 24.553680
1.252525 3.060601 25.123057
1.292929 3.159330 25.676366
1.333333 3.258059 26.213604
1.373737 3.356788 26.734773
1.414141 3.455517 27.239873
1.454545 3.554246 27.728903
1.494949 3.652975 28.201863
1.535354 3.751704 28.658754
1.575758 3.850433 29.099575
1.616162 3.949162 29.524327
1.656566 4.047892 29.933009
1.696970 4.146621 30.325621
1.737374 4.245350 30.702164
1.777778 4.344079 31.062638
1.818182 4.442808 31.407042
1.858586 4.541537 31.735376
1.898990 4.640266 32.047641
1.939394 4.738995 32.343836
1.979798 4.837724 32.623962
2.020202 4.936453 32.888018
2.060606 5.035182 33.136004
2.101010 5.133911 33.367921
2.141414 5.232640 33.583768
2.181818 5.331369 33.783546
2.222222 5.430098 33.967254
2.262626 5.528827 34.134893
2.303030 5.627557 34.286462
2.343434 5.726286 34.421962
2.383838 5.825015 34.541391
2.424242 5.923744 34.644752
2.464646 6.022473 34.732043
2.505051 6.121202 34.803264
2.545455 6.219931 34.858416
2.585859 6.318660 34.897498
2.626263 6.417389 34.920510
2.666667 6.516118 34.927453
2.707071 6.614847 34.918327
2.747475 6.713576 34.893131
2.787879 6.812305 34.851865
2.828283 6.911034 34.794530
2.868687 7.009763 34.721125
2.909091 7.108492 34.631651
2.949495 7.207222 34.526107
2.989899 7.305951 34.404493
3.030303 7.404680 34.266810
3.070707 7.503409 34.113058
3.111111 7.602138 33.943235
3.151515 7.700867 33.757344
3.191919 7.799596 33.555382
3.232323 7.898325 33.337351
3.272727 7.997054 33.103251
3.313131 8.095783 32.853081
3.353535 8.194512 32.586841
3.393939 8.293241 32.304532
3.434343 8.391970 32.006153
3.474747 8.490699 31.691705
3.515152 8.589428 31.361187
3.555556 8.688157 31.014600
3.595960 8.786887 30.651943
3.636364 8.885616 30.273217
3.676768 8.984345 29.878420
3.717172 9.083074 29.467555
3.757576 9.181803 29.040620
3.797980 9.280532 28.597615
3.838384 9.379261 28.138540
3.878788 9.477990 27.663397
3.919192 9.576719 27.172183
3.959596 9.675448 26.664900
4.000000 9.774177 26.141547
