# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.076527 0.482242
0.080808 0.153054 0.948384
0.121212 0.229581 1.398425
0.161616 0.306108 1.832366
0.202020 0.382636 2.250207
0.242424 0.459163 2.651947
0.282828 0.535690 3.037586
0.323232 0.612217 3.407126
0.363636 0.688744 3.760564
0.404040 0.765271 4.097902
0.444444 0.841798 4.419140
0.484848 0.918325 4.724278
0.525253 0.994852 5.013314
0.565657 1.071380 5.286251
0.606061 1.147907 5.543087
0.646465 1.224434 5.783822
0.686869 1.300961 6.008457
0.727273 1.377488 6.216992
0.767677 1.454015 6.409426
0.808081 1.530542 6.585760
0.848485 1.607069 6.745993
0.888889 1.683597 6.890126
0.929293 1.760124 7.018158
0.969697 1.836651 7.130090
1.010101 1.913178 7.225921
1.050505 1.989705 7.305652
1.090909 2.066232 7.369283
1.131313 2.142759 7.416813
1.171717 2.219286 7.448243
1.212121 2.295813 7.463572
1.252525 2.372341 7.462800
1.292929 2.448868 7.445929
1.333333 2.525395 7.412956
1.373737 2.601922 7.363884
1.414141 2.678449 7.298711
1.454545 2.754976 7.217437
1.494949 2.831503 7.120063
1.535354 2.908030 7.006589
1.575758 2.984557 6.877014
1.616162 3.061085 6.731339
1.656566 3.137612 6.569563
1.696970 3.214139 6.391686
1.737374 3.290666 6.197710
1.777778 3.367193 5.987633
1.818182 3.443720 5.761455
1.858586 3.520247 5.519177
1.898990 3.596774 5.260798
1.939394 3.673302 4.986319
1.979798 3.749829 4.695740
2.020202 3.826356 4.389060
2.060606 3.902883 4.066280
2.101010 3.979410 3.727399
2.141414 4.055937 3.372418
2.181818 4.132464 3.001336
2.222222 4.208991 2.614154
2.262626 4.285518 2.210871
2.303030 4.362046 1.791488
2.343434 4.438573 1.356005
2.383838 4.515100 0.904421
2.424242 4.591627 0.436736
2.464646 4.668154 -0.047048
2.505051 4.744681 -0.546934
2.545455 4.821208 -1.062919
2.585859 4.897735 -1.595006
2.626263 4.974262 -2.143192
2.666667 5.050790 -2.707479
2.707071 5.127317 -3.287867
2.747475 5.203844 -3.884355
2.787879 5.280371 -4.496944
2.828283 5.356898 -5.125632
2.868687 5.433425 -5.770422
2.909091 5.509952 -6.431312
2.949495 5.586479 -7.108302
2.989899 5.663007 -7.801393
3.030303 5.739534 -8.510584
3.070707 5.816061 -9.235875
3.111111 5.892588 -9.977268
3.151515 5.969115 -10.734760
3.191919 6.045642 -11.508353
3.232323 6.122169 -12.298047
3.272727 6.198696 -13.103840
3.313131 6.275223 -13.925735
3.353535 6.351751 -14.763730
3.393939 6.428278 -15.617825
3.434343 6.504805 -16.488021
3.474747 6.581332 -17.374317
3.515152 6.657859 -18.276713
3.555556 6.734386 -19.195210
3.595960 6.810913 -20.129808
3.636364 6.887440 -21.080506
3.676768 6.963967 -22.047304
3.717172 7.040495 -23.030203
3.757576 7.117022 -24.029202
3.797980 7.193549 -25.044302
3.838384 7.270076 -26.075502
3.878788 7.346603 -27.122803
3.919192 7.423130 -28.186204
3.959596 7.499657 -29.265706
4.000000 7.576184 -30.361308
