# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.037247 0.814874
0.080808 0.074493 1.613548
0.121212 0.111740 2.396022
0.161616 0.148986 3.162296
0.202020 0.186233 3.912370
0.242424 0.223479 4.646244
0.282828 0.260726 5.363918
0.323232 0.297973 6.065392
0.363636 0.335219 6.750666
0.404040 0.372466 7.419740
0.444444 0.409712 8.072615
0.484848 0.446959 8.709289
0.525253 0.484206 9.329763
0.565657 0.521452 9.934038
0.606061 0.558699 10.522112
0.646465 0.595945 11.093986
0.686869 0.633192 11.649661
0.727273 0.670438 12.189135
0.767677 0.707685 12.712409
0.808081 0.744932 13.219484
0.848485 0.782178 13.710358
0.888889 0.819425 14.185033
0.929293 0.856671 14.643508
0.969697 0.893918 15.085782
1.010101 0.931164 15.511857
1.050505 0.968411 15.921731
1.090909 1.005658 16.315406
1.131313 1.042904 16.692881
1.171717 1.080151 17.054156
1.212121 1.117397 17.399230
1.252525 1.154644 17.728105
1.292929 1.191891 18.040780
1.333333 1.229137 18.337255
1.373737 1.266384 18.617530
1.414141 1.303630 18.881605
1.454545 1.340877 19.129480
1.494949 1.378123 19.361155
1.535354 1.415370 19.576630
1.575758 1.452617 19.775905
1.616162 1.489863 19.958980
1.656566 1.527110 20.125855
1.696970 1.564356 20.276530
1.737374 1.601603 20.411005
1.777778 1.638849 20.529280
1.818182 1.676096 20.631356
1.858586 1.713343 20.717231
1.898990 1.750589 20.786906
1.939394 1.787836 20.840382
1.979798 1.825082 20.877657
2.020202 1.862329 20.898732
2.060606 1.899575 20.903608
2.101010 1.936822 20.892283
2.141414 1.974069 20.864759
2.181818 2.011315 20.821034
2.222222 2.048562 20.761110
2.262626 2.085808 20.684985
2.303030 2.123055 20.592661
2.343434 2.160302 20.484136
2.383838 2.197548 20.359412
2.424242 2.234795 20.218488
2.464646 2.272041 20.061363
2.505051 2.309288 19.888039
2.545455 2.346534 19.698515
2.585859 2.383781 19.492791
2.626263 2.421028 19.270866
2.666667 2.458274 19.032742
2.707071 2.495521 18.778418
2.747475 2.532767 18.507894
2.787879 2.570014 18.221170
2.828283 2.607260 17.918246
2.868687 2.644507 17.599122
2.909091 2.681754 17.263798
2.949495 2.719000 16.912274
2.989899 2.756247 16.544550
3.030303 2.793493 16.160626
3.070707 2.830740 15.760502
3.111111 2.867987 15.344179
3.151515 2.905233 14.911655
3.191919 2.942480 14.462931
3.232323 2.979726 13.998007
3.272727 3.016973 13.516884
3.313131 3.054219 13.019560
3.353535 3.091466 12.506036
3.393939 3.128713 11.976313
3.434343 3.165959 11.430389
3.474747 3.203206 10.868266
3.515152 3.240452 10.289942
3.555556 3.277699 9.695419
3.595960 3.314945 9.084695
3.636364 3.352192 8.457772
3.676768 3.389439 7.814648
3.717172 3.426685 7.155325
3.757576 3.463932 6.479802
3.797980 3.501178 5.788078
3.838384 3.538425 5.080155
3.878788 3.575672 4.356032
3.919192 3.612918 3.615708
3.959596 3.650165 2.859185
4.000000 3.687411 2.086462
