# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.044295 0.495977
0.080808 0.088591 0.975983
0.121212 0.132886 1.440018
0.161616 0.177182 1.888082
0.202020 0.221477 2.320174
0.242424 0.265772 2.736295
0.282828 0.310068 3.136445
0.323232 0.354363 3.520623
0.363636 0.398659 3.888831
0.404040 0.442954 4.241067
0.444444 0.487249 4.577332
0.484848 0.531545 4.897625
0.525253 0.575840 5.201948
0.565657 0.620136 5.490299
0.606061 0.664431 5.762678
0.646465 0.708726 6.019087
0.686869 0.753022 6.259524
0.727273 0.797317 6.483991
0.767677 0.841613 6.692485
0.808081 0.885908 6.885009
0.848485 0.930203 7.061561
0.888889 0.974499 7.222143
0.929293 1.018794 7.366753
0.969697 1.063089 7.495391
1.010101 1.107385 7.608059
1.050505 1.151680 7.704755
1.090909 1.195976 7.785480
1.131313 1.240271 7.850233
1.171717 1.284566 7.899016
1.212121 1.328862 7.931827
1.252525 1.373157 7.948667
1.292929 1.417453 7.949536
1.333333 1.461748 7.934433
1.373737 1.506043 7.903359
1.414141 1.550339 7.856314
1.454545 1.594634 7.793298
1.494949 1.638930 7.714310
1.535354 1.683225 7.619352
1.575758 1.727520 7.508422
1.616162 1.771816 7.381520
1.656566 1.816111 7.238648
1.696970 1.860407 7.079804
1.737374 1.904702 6.904989
1.777778 1.948997 6.714203
1.818182 1.993293 6.507445
1.858586 2.037588 6.284717
1.898990 2.081884 6.046017
1.939394 2.126179 5.791345
1.979798 2.170474 5.520703
2.020202 2.214770 5.234089
2.060606 2.259065 4.931504
2.101010 2.303361 4.612948
2.141414 2.347656 4.278421
2.181818 2.391951 3.927922
2.222222 2.436247 3.561452
2.262626 2.480542 3.179011
2.303030 2.524838 2.780598
2.343434 2.569133 2.366215
2.383838 2.613428 1.935860
2.424242 2.657724 1.489534
2.464646 2.702019 1.027236
2.505051 2.746315 0.548967
2.545455 2.790610 0.054728
2.585859 2.834905 -0.455484
2.626263 2.879201 -0.981666
2.666667 2.923496 -1.523820
2.707071 2.967792 -2.081944
2.747475 3.012087 -2.656041
2.787879 3.056382 -3.246108
2.828283 3.100678 -3.852147
2.868687 3.144973 -4.474156
2.909091 3.189268 -5.112138
2.949495 3.233564 -5.766090
2.989899 3.277859 -6.436013
3.030303 3.322155 -7.121908
3.070707 3.366450 -7.823774
3.111111 3.410745 -8.541612
3.151515 3.455041 -9.275420
3.191919 3.499336 -10.025200
3.232323 3.543632 -10.790951
3.272727 3.587927 -11.572673
3.313131 3.632222 -12.370367
3.353535 3.676518 -13.184032
3.393939 3.720813 -14.013668
3.434343 3.765109 -14.859275
3.474747 3.809404 -15.720854
3.515152 3.853699 -16.598403
3.555556 3.897995 -17.491924
3.595960 3.942290 -18.401417
3.636364 3.986586 -19.326880
3.676768 4.030881 -20.268315
3.717172 4.075176 -21.225721
3.757576 4.119472 -22.199098
3.797980 4.163767 -23.188447
3.838384 4.208063 -24.193766
3.878788 4.252358 -25.215057
3.919192 4.296653 -26.252320
3.959596 4.340949 -27.305553
4.000000 4.385244 -28.374758
