# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.019242 0.497400
0.080808 0.038483 0.978661
0.121212 0.057725 1.443783
0.161616 0.076966 1.892766
0.202020 0.096208 2.325610
0.242424 0.115449 2.742314
0.282828 0.134691 3.142880
0.323232 0.153932 3.527307
0.363636 0.173174 3.895594
0.404040 0.192415 4.247743
0.444444 0.211657 4.583752
0.484848 0.230898 4.903622
0.525253 0.250140 5.207353
0.565657 0.269381 5.494945
0.606061 0.288623 5.766398
0.646465 0.307865 6.021712
0.686869 0.327106 6.260887
0.727273 0.346348 6.483923
0.767677 0.365589 6.690820
0.808081 0.384831 6.881578
0.848485 0.404072 7.056196
0.888889 0.423314 7.214676
0.929293 0.442555 7.357016
0.969697 0.461797 7.483217
1.010101 0.481038 7.593280
1.050505 0.500280 7.687203
1.090909 0.519521 7.764987
1.131313 0.538763 7.826632
1.171717 0.558004 7.872138
1.212121 0.577246 7.901505
1.252525 0.596488 7.914733
1.292929 0.615729 7.911822
1.333333 0.634971 7.892771
1.373737 0.654212 7.857582
1.414141 0.673454 7.806253
1.454545 0.692695 7.738786
1.494949 0.711937 7.655179
1.535354 0.731178 7.555434
1.575758 0.750420 7.439549
1.616162 0.769661 7.307525
1.656566 0.788903 7.159362
1.696970 0.808144 6.995060
1.737374 0.827386 6.814619
1.777778 0.846627 6.618039
1.818182 0.865869 6.405320
1.858586 0.885111 6.176461
1.898990 0.904352 5.931464
1.939394 0.923594 5.670327
1.979798 0.942835 5.393052
2.020202 0.962077 5.099637
2.060606 0.981318 4.790084
2.101010 1.000560 4.464391
2.141414 1.019801 4.122559
2.181818 1.039043 3.764588
2.222222 1.058284 3.390478
2.262626 1.077526 3.000229
2.303030 1.096767 2.593841
2.343434 1.116009 2.171314
2.383838 1.135250 1.732647
2.424242 1.154492 1.277842
2.464646 1.173734 0.806898
2.505051 1.192975 0.319814
2.545455 1.212217 -0.183408
2.585859 1.231458 -0.702770
2.626263 1.250700 -1.238271
2.666667 1.269941 -1.789911
2.707071 1.289183 -2.357689
2.747475 1.308424 -2.941607
2.787879 1.327666 -3.541664
2.828283 1.346907 -4.157861
2.868687 1.366149 -4.790196
2.909091 1.385390 -5.438670
2.949495 1.404632 -6.103283
2.989899 1.423873 -6.784036
3.030303 1.443115 -7.480927
3.070707 1.462357 -8.193958
3.111111 1.481598 -8.923127
3.151515 1.500840 -9.668436
3.191919 1.520081 -10.429884
3.232323 1.539323 -11.207471
3.272727 1.558564 -12.001197
3.313131 1.577806 -12.811062
3.353535 1.597047 -13.637066
3.393939 1.616289 -14.479209
3.434343 1.635530 -15.337491
3.474747 1.654772 -16.211913
3.515152 1.674013 -17.102473
3.555556 1.693255 -18.009172
3.595960 1.712496 -18.932011
3.636364 1.731738 -19.870989
3.676768 1.750980 -20.826105
3.717172 1.770221 -21.797361
3.757576 1.789463 -22.784756
3.797980 1.808704 -23.788290
3.838384 1.827946 -24.807963
3.878788 1.847187 -25.843775
3.919192 1.866429 -26.895726
3.959596 1.885670 -27.963816
4.000000 1.904912 -29.048045
