# time pos_x pos_y
# [second] [meter] [meter]
0.000000 0.000000 0.000000
0.040404 0.072851 0.473001
0.080808 0.145701 0.930054
0.121212 0.218552 1.371158
0.161616 0.291402 1.796315
0.202020 0.364253 2.205524
0.242424 0.437103 2.598785
0.282828 0.509954 2.976098
0.323232 0.582805 3.337463
0.363636 0.655655 3.682880
0.404040 0.728506 4.012349
0.444444 0.801356 4.325869
0.484848 0.874207 4.623442
0.525253 0.947058 4.905067
0.565657 1.019908 5.170744
0.606061 1.092759 5.420473
0.646465 1.165609 5.654254
0.686869 1.238460 5.872087
0.727273 1.311310 6.073972
0.767677 1.384161 6.259909
0.808081 1.457012 6.429898
0.848485 1.529862 6.583939
0.888889 1.602713 6.722032
0.929293 1.675563 6.844177
0.969697 1.748414 6.950374
1.010101 1.821265 7.040623
1.050505 1.894115 7.114924
1.090909 1.966966 7.173278
1.131313 2.039816 7.215683
1.171717 2.112667 7.242140
1.212121 2.185517 7.252649
1.252525 2.258368 7.247210
1.292929 2.331219 7.225823
1.333333 2.404069 7.188488
1.373737 2.476920 7.135205
1.414141 2.549770 7.065975
1.454545 2.622621 6.980796
1.494949 2.695471 6.879669
1.535354 2.768322 6.762594
1.575758 2.841173 6.629571
1.616162 2.914023 6.480601
1.656566 2.986874 6.315682
1.696970 3.059724 6.134815
1.737374 3.132575 5.938000
1.777778 3.205426 5.725238
1.818182 3.278276 5.496527
1.858586 3.351127 5.251868
1.898990 3.423977 4.991261
1.939394 3.496828 4.714707
1.979798 3.569678 4.422204
2.020202 3.642529 4.113753
2.060606 3.715380 3.789355
2.101010 3.788230 3.449008
2.141414 3.861081 3.092713
2.181818 3.933931 2.720471
2.222222 4.006782 2.332280
2.262626 4.079632 1.928142
2.303030 4.152483 1.508055
2.343434 4.225334 1.072020
2.383838 4.298184 0.620038
2.424242 4.371035 0.152107
2.464646 4.443885 -0.331771
2.505051 4.516736 -0.831598
2.545455 4.589587 -1.347372
2.585859 4.662437 -1.879095
2.626263 4.735288 -2.426765
2.666667 4.808138 -2.990384
2.707071 4.880989 -3.569950
2.747475 4.953839 -4.165465
2.787879 5.026690 -4.776927
2.828283 5.099541 -5.404338
2.868687 5.172391 -6.047696
2.909091 5.245242 -6.707003
2.949495 5.318092 -7.382257
2.989899 5.390943 -8.073459
3.030303 5.463794 -8.780610
3.070707 5.536644 -9.503708
3.111111 5.609495 -10.242755
3.151515 5.682345 -10.997749
3.191919 5.755196 -11.768691
3.232323 5.828046 -12.555582
3.272727 5.900897 -13.358420
3.313131 5.973748 -14.177206
3.353535 6.046598 -15.011941
3.393939 6.119449 -15.862623
3.434343 6.192299 -16.729253
3.474747 6.265150 -17.611831
3.515152 6.338000 -18.510358
3.555556 6.410851 -19.424832
3.595960 6.483702 -20.355254
3.636364 6.556552 -21.301624
3.676768 6.629403 -22.263943
3.717172 6.702253 -23.242209
3.757576 6.775104 -24.236423
3.797980 6.847955 -25.246585
3.838384 6.920805 -26.272695
3.878788 6.993656 -27.314754
3.919192 7.066506 -28.372760
3.959596 7.139357 -29.446714
4.000000 7.212207 -30.536616
